Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Tariq Abdul-Wahad\abdulta01,SG,27,TOT,24,441,9.8,.418,.014,.224,10.1,11.6,10.8,8.8,2.4,1.7,14.3,19.1,,-0.3,0.3,0.0,-0.003,,-3.4,-0.3,-3.7,-0.2
1,Tariq Abdul-Wahad\abdulta01,SG,27,DEN,20,417,10.3,.424,.014,.221,10.2,11.2,10.7,8.7,2.3,1.6,13.1,19.7,,-0.2,0.3,0.0,.005,,-3.1,-0.5,-3.6,-0.2
1,Tariq Abdul-Wahad\abdulta01,SG,27,DAL,4,24,0.3,.000,.000,.500,9.4,18.2,13.9,10.4,4.3,3.0,55.1,10.2,,-0.1,0.0,-0.1,-0.128,,-9.0,2.7,-6.3,0.0
2,Shareef Abdur-Rahim\abdursh01,PF,25,ATL,77,2980,19.8,.536,.054,.403,7.6,19.2,13.3,15.1,1.7,2.0,14.1,27.0,,4.1,3.1,7.2,.116,,1.9,-0.2,1.7,2.8
3,Courtney Alexander\alexaco02,SG,24,WAS,56,1325,13.6,.521,.038,.255,3.7,9.3,6.5,11.3,1.4,0.4,10.2,20.4,,1.6,0.6,2.2,.080,,-0.9,-1.3,-2.2,-0.1
4,Victor Alexander\alexavi01,C,32,DET,15,97,9.2,.367,.039,.157,8.6,26.6,17.6,11.5,0.0,0.7,8.4,28.9,,-0.3,0.1,-0.1,-0.073,,-5.3,-3.5,-8.8,-0.2
5,Malik Allen\allenma01,PF,23,MIA,12,161,15.0,.469,.020,.196,11.0,16.6,13.8,5.5,1.0,3.8,3.5,17.0,,0.2,0.3,0.5,.141,,-1.4,0.3,-1.1,0.0
6,Ray Allen*\allenra02,SG,26,MIL,69,2525,21.6,.598,.460,.213,3.9,10.1,7.1,19.4,1.9,0.5,11.2,26.2,,7.6,1.3,8.9,.169,,6.0,-1.1,4.9,4.4
7,Rafer Alston\alstora01,PG,25,MIL,50,600,13.9,.434,.372,.152,2.0,11.4,6.9,36.4,2.8,0.2,16.4,19.0,,0.3,0.5,0.7,.059,,-0.3,-0.3,-0.7,0.2
8,John Amaechi\amaecjo01,PF,31,UTA,54,586,5.4,.412,.000,.633,10.6,11.8,11.2,7.8,0.6,1.4,20.6,20.6,,-1.0,0.3,-0.7,-0.056,,-5.4,-2.8,-8.2,-0.9
9,Chris Andersen\anderch01,C,23,DEN,24,262,13.8,.417,.054,.378,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17.0,,0.0,0.3,0.3,.058,,-3.3,0.3,-3.0,-0.1
10,Derek Anderson\anderde01,SG,27,POR,70,1860,15.5,.538,.373,.340,2.9,9.1,6.0,18.6,2.0,0.3,11.0,19.4,,3.8,1.5,5.3,.137,,1.4,0.2,1.6,1.7
11,Kenny Anderson\anderke01,PG,31,BOS,76,2430,13.6,.472,.046,.184,2.5,10.1,6.2,28.1,3.0,0.3,13.3,16.7,,1.7,3.5,5.2,.103,,-2.3,1.9,-0.4,1.0
12,Nick Anderson\anderni01,SG,34,MEM,15,219,4.9,.375,.632,.118,0.5,16.3,8.4,10.2,1.4,1.9,14.9,19.5,,-0.6,0.2,-0.4,-0.080,,-5.2,-0.6,-5.9,-0.2
13,Shandon Anderson\andersh01,SG,28,NYK,82,1596,8.0,.489,.378,.287,4.1,13.9,9.0,7.7,1.6,0.7,18.8,15.1,,-0.9,1.3,0.4,.013,,-3.0,0.3,-2.8,-0.3
14,Greg Anthony\anthogr01,PG,34,TOT,60,1514,12.6,.460,.343,.192,1.7,8.5,5.1,30.8,2.7,0.2,15.4,18.6,,0.2,0.9,1.1,.036,,-1.4,-0.4,-1.9,0.1
14,Greg Anthony\anthogr01,PG,34,CHI,36,961,14.2,.475,.314,.244,1.9,9.0,5.3,35.7,2.7,0.3,15.4,18.0,,0.6,0.6,1.2,.059,,-0.3,-0.2,-0.5,0.4
14,Greg Anthony\anthogr01,PG,34,MIL,24,553,10.0,.436,.388,.112,1.3,7.6,4.6,22.4,2.7,0.1,15.4,19.7,,-0.4,0.3,0.0,-0.004,,-3.4,-0.8,-4.2,-0.3
15,Gilbert Arenas\arenagi01,PG,20,GSW,47,1155,17.0,.562,.294,.417,3.7,8.7,6.1,24.8,3.0,0.6,17.6,20.1,,2.1,0.7,2.7,.114,,1.0,0.0,1.0,0.9
16,Brandon Armstrong\armstbr01,SG,21,NJN,35,196,3.8,.358,.200,.118,5.7,3.5,4.6,6.5,1.9,0.4,8.2,22.3,,-0.4,0.2,-0.2,-0.054,,-7.4,-1.7,-9.0,-0.3
17,Darrell Armstrong\armstda01,PG,33,ORL,82,2730,16.7,.553,.481,.248,3.4,9.7,6.5,25.5,3.0,0.3,16.0,17.9,,5.0,2.6,7.6,.134,,1.6,0.8,2.4,3.0
18,Carlos Arroyo\arroyca01,PG,22,TOT,37,371,12.4,.467,.018,.162,3.5,9.0,6.2,31.2,1.6,0.2,16.2,17.2,,0.2,0.1,0.4,.047,,-1.8,-1.1,-2.9,-0.1
18,Carlos Arroyo\arroyca01,PG,22,TOR,17,96,11.9,.474,.000,.207,3.5,11.1,7.2,36.3,3.4,0.0,27.5,20.7,,-0.1,0.1,0.0,.018,,-3.8,0.4,-3.4,0.0
18,Carlos Arroyo\arroyca01,PG,22,DEN,20,275,12.6,.464,.024,.146,3.6,8.3,5.8,29.5,1.0,0.3,11.2,16.0,,0.3,0.0,0.3,.057,,-1.1,-1.6,-2.8,-0.1
19,Chucky Atkins\atkinch01,PG,27,DET,79,2285,14.5,.568,.425,.152,1.6,6.5,4.1,20.5,1.7,0.3,13.2,20.0,,3.3,1.8,5.1,.107,,0.9,-0.6,0.2,1.3
20,Stacey Augmon\augmost01,SG,33,CHH,77,1319,11.5,.479,.009,.308,5.1,14.3,9.7,12.5,2.3,0.7,12.7,14.8,,0.7,1.6,2.3,.084,,-2.3,1.2,-1.0,0.3
21,Isaac Austin\austiis01,C,32,MEM,21,307,7.8,.405,.033,.043,4.0,21.8,12.9,7.0,1.5,1.1,10.5,15.5,,-0.3,0.3,0.0,.003,,-5.7,0.3,-5.4,-0.3
22,William Avery\averywi01,PG,22,MIN,28,258,5.4,.361,.389,.211,1.8,8.8,5.4,19.9,1.4,0.0,16.2,20.6,,-0.5,0.1,-0.4,-0.067,,-4.8,-1.5,-6.3,-0.3
23,Dalibor Bagarić\bagarda01,C,21,CHI,50,638,8.6,.443,.006,.393,9.8,20.1,14.8,6.0,1.4,2.8,18.1,18.4,,-0.7,0.6,-0.1,-0.011,,-5.7,-1.5,-7.2,-0.8
24,Vin Baker\bakervi01,C,30,SEA,55,1710,14.1,.517,.012,.348,11.8,12.3,12.1,7.0,0.7,1.6,14.5,23.8,,1.3,0.9,2.2,.061,,-1.4,-2.3,-3.7,-0.7
25,Erick Barkley\barkler01,PG,23,POR,19,228,9.8,.401,.103,.147,2.5,6.8,4.6,22.9,4.0,0.3,14.2,16.9,,-0.1,0.3,0.2,.044,,-4.9,1.9,-3.0,-0.1
26,Dana Barros\barroda01,PG,34,DET,29,582,10.5,.473,.370,.141,0.2,11.3,5.8,22.5,1.3,0.2,13.9,19.2,,0.0,0.5,0.5,.040,,-2.0,-0.6,-2.6,-0.1
27,Brent Barry\barrybr01,SG,30,SEA,81,3040,19.3,.652,.490,.296,2.3,14.6,8.6,21.3,2.6,0.9,15.6,16.2,,8.8,3.3,12.1,.191,,3.8,1.6,5.5,5.8
28,Jon Barry\barryjo01,SG,32,DET,82,1985,17.7,.645,.494,.222,2.5,11.3,6.9,23.2,2.5,0.7,16.2,16.2,,5.0,2.5,7.5,.180,,2.6,1.3,3.9,3.0
29,Mengke Bateer\bateeme01,C,26,DEN,27,408,8.0,.469,.091,.280,8.5,18.8,13.4,8.9,1.3,0.9,17.8,19.8,,-0.2,0.3,0.1,.007,,-6.3,-1.1,-7.4,-0.6
30,Tony Battie\battito01,C,25,BOS,74,1819,14.5,.570,.005,.333,10.8,18.4,14.5,3.2,1.7,2.9,10.2,12.5,,3.2,3.0,6.2,.164,,-1.4,0.8,-0.7,0.6
31,Shane Battier\battish01,SF,23,MEM,78,3097,13.9,.518,.287,.294,6.5,8.6,7.5,11.9,2.1,1.8,12.5,18.2,,2.7,2.1,4.8,.074,,0.2,0.3,0.5,1.9
32,Charlie Bell\bellch01,SG,22,TOT,7,44,-1.8,.337,.545,.182,5.1,7.7,6.4,6.4,0.0,0.0,29.6,17.2,,-0.2,0.0,-0.2,-0.172,,-8.3,-4.0,-12.3,-0.1
32,Charlie Bell\bellch01,SG,22,PHO,5,42,-2.2,.337,.545,.182,5.3,5.5,5.4,6.7,0.0,0.0,29.6,18.0,,-0.2,0.0,-0.2,-0.185,,-8.4,-4.8,-13.2,-0.1
32,Charlie Bell\bellch01,SG,22,DAL,2,2,7.6,,,,0.0,54.7,27.8,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.085,,-7.1,12.8,5.6,0.0
33,Raja Bell\bellra01,SG,25,PHI,74,890,8.6,.486,.183,.200,4.0,10.1,7.1,13.4,1.3,0.3,15.5,15.9,,0.1,1.0,1.1,.059,,-3.6,0.3,-3.3,-0.3
34,Jonathan Bender\bendejo01,SF,21,IND,78,1647,10.6,.538,.272,.393,4.5,12.0,8.4,6.1,0.6,2.1,15.1,17.5,,0.8,1.3,2.0,.059,,-1.5,-0.7,-2.2,-0.1
35,Travis Best\besttr01,PG,29,TOT,74,1747,14.3,.511,.114,.224,1.3,8.7,5.0,31.3,2.7,0.3,14.8,17.5,,1.9,1.4,3.4,.093,,-1.1,0.3,-0.8,0.6
35,Travis Best\besttr01,PG,29,IND,44,954,13.7,.516,.129,.246,1.2,6.9,4.1,29.8,3.1,0.4,16.8,16.7,,1.0,1.0,2.0,.099,,-1.2,1.3,0.1,0.5
35,Travis Best\besttr01,PG,29,CHI,30,793,14.9,.505,.098,.201,1.4,10.7,6.0,33.1,2.1,0.1,12.6,18.4,,1.0,0.4,1.4,.085,,-0.9,-0.9,-1.8,0.1
36,Mike Bibby\bibbymi01,PG,23,SAC,80,2659,14.9,.513,.140,.196,1.5,7.3,4.5,23.0,1.6,0.4,11.1,19.7,,3.7,2.6,6.3,.113,,0.3,0.0,0.4,1.6
37,Chauncey Billups\billuch01,PG,25,MIN,82,2355,17.6,.555,.383,.284,1.7,9.2,5.5,29.2,1.5,0.5,13.0,20.4,,6.1,1.5,7.6,.156,,3.1,-0.6,2.5,2.7
38,Mookie Blaylock\blaylmo01,PG,34,GSW,35,599,9.2,.398,.288,.055,1.4,8.1,4.7,28.2,2.0,0.5,19.8,13.1,,-0.2,0.1,-0.1,-0.004,,-2.1,-0.7,-2.8,-0.1
39,Corie Blount\blounco01,PF,33,PHI,72,1426,10.2,.478,.004,.179,12.0,17.2,14.6,4.9,1.9,1.4,16.1,10.4,,0.7,2.4,3.1,.104,,-2.7,0.9,-1.9,0.1
40,Mark Blount\blounma01,C,26,BOS,44,415,9.3,.509,.000,.487,6.7,16.0,11.2,3.8,2.0,3.6,20.0,12.7,,0.0,0.7,0.7,.081,,-5.4,1.3,-4.1,-0.2
41,Calvin Booth\boothca01,C,25,SEA,15,279,11.9,.502,.000,.293,8.6,14.1,11.4,8.6,1.2,3.5,14.7,18.1,,0.2,0.3,0.5,.082,,-3.3,0.2,-3.0,0.0
42,Ruben Boumtje-Boumtje\boumtru01,C,23,POR,33,245,6.5,.453,.000,.781,10.0,16.5,13.2,2.3,0.7,5.0,24.6,10.6,,-0.1,0.3,0.2,.030,,-6.1,0.5,-5.6,-0.2
43,Cal Bowdler\bowdlca01,PF,24,ATL,52,585,9.4,.416,.029,.270,7.4,14.1,10.7,3.0,1.6,1.9,5.3,15.9,,0.0,0.5,0.5,.039,,-3.3,-1.0,-4.3,-0.3
44,Bruce Bowen\bowenbr01,SF,30,SAS,59,1699,8.2,.468,.372,.241,2.9,7.9,5.5,8.1,1.9,1.0,13.0,13.9,,-0.3,2.2,1.9,.054,,-2.5,1.2,-1.3,0.3
45,Ryan Bowen\bowenry01,SF,26,DEN,75,1686,11.4,.524,.039,.300,8.6,11.7,10.1,4.8,2.4,1.8,10.6,10.3,,1.9,1.2,3.1,.088,,-2.0,0.9,-1.1,0.4
46,Ira Bowman\bowmair01,SG,28,PHI,3,29,16.4,.714,.143,.000,0.0,3.9,2.0,6.4,3.7,0.0,0.0,11.1,,0.1,0.0,0.1,.210,,1.1,5.5,6.6,0.1
47,Earl Boykins\boykiea01,PG,25,LAC,68,761,13.9,.464,.153,.222,4.1,4.0,4.0,31.5,1.4,0.2,12.7,20.5,,0.9,0.2,1.0,.065,,0.6,-2.0,-1.3,0.1
48,Michael Bradley\bradlmi01,PF,22,TOR,26,118,9.9,.526,.080,.320,6.6,17.1,11.7,4.0,0.0,3.8,17.4,13.4,,0.0,0.1,0.1,.053,,-3.7,-1.1,-4.8,-0.1
49,Shawn Bradley\bradlsh01,C,29,DAL,53,757,14.6,.562,.006,.393,7.9,17.8,12.9,3.8,1.9,6.0,11.6,12.9,,1.3,1.0,2.3,.144,,-1.8,2.1,0.3,0.4
50,Elton Brand\brandel01,PF,22,LAC,80,3020,23.6,.586,.000,.519,15.0,19.6,17.3,11.0,1.4,3.7,12.2,21.1,,9.9,3.7,13.6,.216,,3.9,0.4,4.3,4.8
51,Terrell Brandon\brandte01,PG,31,MIN,32,962,21.2,.494,.063,.230,2.1,9.0,5.6,42.8,2.9,0.5,9.7,20.9,,2.8,0.9,3.7,.186,,4.1,1.0,5.0,1.7
52,Jamison Brewer\breweja01,SG,21,IND,13,43,10.0,.400,.200,.000,5.4,15.4,10.5,30.3,2.4,0.0,37.5,8.4,,0.0,0.1,0.0,.052,,-3.2,2.2,-1.0,0.0
53,Primož Brezec\brezepr01,C,22,IND,22,160,9.8,.538,.000,.862,11.6,8.3,9.9,5.8,0.0,3.1,13.0,13.0,,0.2,0.1,0.3,.096,,-3.0,-0.9,-3.9,-0.1
54,Chucky Brown\brownch01,SF,33,SAC,18,92,10.1,.377,.000,.074,11.8,26.2,19.2,9.1,1.1,2.9,15.2,15.6,,-0.1,0.2,0.1,.052,,-3.6,0.8,-2.8,0.0
55,Damone Brown\brownda02,SF,22,PHI,17,67,1.6,.469,.048,.381,3.4,3.4,3.4,5.0,0.8,1.1,26.8,22.9,,-0.2,0.1,-0.1,-0.096,,-8.5,-2.5,-11.1,-0.1
56,Dee Brown\brownde01,PG,33,ORL,7,65,-3.2,.175,.600,.000,0.0,15.6,7.7,4.2,2.4,1.1,16.7,16.5,,-0.4,0.1,-0.3,-0.214,,-10.7,-2.5,-13.2,-0.2
57,Ernest Brown\browner01,C,22,MIA,3,21,-9.7,.193,.000,.667,5.6,27.6,16.7,0.0,0.0,3.7,27.9,24.5,,-0.2,0.0,-0.2,-0.349,,-16.5,-1.7,-18.2,-0.1
58,Kedrick Brown\brownke01,SF,20,BOS,29,245,11.9,.400,.386,.286,4.8,17.9,11.2,9.8,3.8,2.2,8.2,16.0,,-0.1,0.5,0.4,.075,,-2.3,3.1,0.8,0.2
59,Kwame Brown\brownkw01,PF,19,WAS,57,817,11.2,.450,.004,.407,8.9,19.4,14.1,8.4,1.1,2.4,13.0,18.6,,0.0,0.8,0.8,.048,,-3.1,-0.9,-4.0,-0.4
60,P.J. Brown\brownpj01,C,32,CHH,80,2563,15.1,.545,.000,.374,12.2,22.8,17.5,6.6,1.2,2.2,12.2,12.4,,4.6,3.6,8.2,.154,,0.1,0.2,0.3,1.5
61,Randy Brown\brownra02,PG,33,BOS,1,6,8.6,.000,.000,.000,0.0,0.0,0.0,46.4,0.0,13.0,0.0,7.6,,0.0,0.0,0.0,.025,,-1.0,5.2,4.2,0.0
62,Tierre Brown\brownti01,SG,22,HOU,40,403,12.4,.483,.104,.243,3.4,8.6,6.0,29.5,2.6,0.5,23.9,19.3,,-0.1,0.2,0.1,.006,,-2.3,-1.0,-3.3,-0.1
63,Rick Brunson\brunsri01,PG,29,POR,59,520,12.2,.477,.097,.363,5.1,10.3,7.7,32.7,2.6,0.3,26.4,15.6,,0.2,0.5,0.7,.066,,-1.6,0.5,-1.1,0.1
64,Kobe Bryant*\bryanko01,SG,23,LAL,80,3063,23.2,.544,.083,.369,4.1,11.7,7.9,25.9,2.0,0.8,10.7,30.4,,8.9,3.8,12.7,.199,,4.3,0.3,4.6,5.2
65,Mark Bryant\bryanma01,PF,36,SAS,30,206,11.5,.478,.000,.145,14.4,10.3,12.3,7.9,1.8,0.7,9.3,14.6,,0.3,0.3,0.6,.133,,-2.9,0.1,-2.8,0.0
66,Greg Buckner\buckngr01,SG,25,DAL,44,885,13.3,.566,.081,.293,8.6,13.1,10.9,7.9,1.8,1.5,10.8,12.8,,1.7,0.6,2.3,.126,,-0.4,0.6,0.2,0.5
67,Jud Buechler\buechju01,SF,33,TOT,66,684,7.8,.463,.508,.034,4.7,14.3,9.5,6.5,1.6,0.8,11.1,8.8,,0.2,0.6,0.8,.059,,-2.4,0.2,-2.2,0.0
67,Jud Buechler\buechju01,SF,33,PHO,6,54,5.1,.500,1.000,.000,4.1,12.7,8.4,7.5,1.0,0.0,14.3,5.8,,0.0,0.0,0.1,.064,,-3.3,-0.5,-3.8,0.0
67,Jud Buechler\buechju01,SF,33,ORL,60,630,8.0,.461,.482,.036,4.8,14.5,9.6,6.5,1.6,0.9,11.0,9.1,,0.2,0.6,0.8,.058,,-2.3,0.2,-2.1,0.0
68,Rodney Buford\buforro01,SG,24,MEM,63,1769,10.1,.470,.118,.135,3.3,13.9,8.6,7.0,1.3,0.5,9.1,17.8,,-0.2,1.0,0.8,.022,,-3.0,-1.1,-4.2,-1.0
69,Matt Bullard\bullama01,PF,34,CHH,31,350,6.8,.436,.496,.104,3.3,12.0,7.7,7.4,0.3,0.4,9.1,17.3,,-0.1,0.2,0.1,.016,,-2.8,-1.9,-4.7,-0.2
70,Mitchell Butler\butlemi02,SG,31,POR,11,90,9.4,.513,.130,.522,7.7,10.6,9.1,8.6,0.0,0.8,15.0,16.9,,0.1,0.0,0.1,.057,,-2.3,-2.5,-4.7,-0.1
71,Jason Caffey\caffeja01,PF,28,MIL,23,283,11.2,.544,.014,.597,10.3,10.1,10.2,6.7,0.8,1.3,17.3,18.2,,0.2,0.1,0.3,.056,,-3.2,-2.2,-5.5,-0.2
72,Marcus Camby\cambyma01,C,27,NYK,29,1007,15.1,.483,.003,.341,10.2,26.8,18.5,5.6,1.8,3.7,11.2,17.4,,0.5,1.7,2.1,.102,,-1.0,1.3,0.4,0.6
73,Elden Campbell\campbel01,PF,33,CHH,77,2156,19.5,.558,.003,.484,7.0,21.0,14.0,8.5,1.5,4.6,12.5,23.3,,4.0,3.5,7.6,.168,,0.5,1.5,1.9,2.2
74,Brian Cardinal\cardibr01,PF,24,DET,8,43,15.9,.612,.538,.154,5.5,10.9,8.2,8.0,1.2,0.0,0.0,15.2,,0.1,0.0,0.2,.201,,2.4,-0.5,2.0,0.0
75,Anthony Carter\cartean01,PG,26,MIA,46,1050,8.9,.359,.073,.138,2.1,10.8,6.5,33.0,2.6,0.2,20.7,15.8,,-1.4,1.6,0.2,.008,,-4.3,1.2,-3.1,-0.3
76,Vince Carter\cartevi01,SG,25,TOR,60,2385,20.5,.515,.239,.235,6.4,8.7,7.5,19.9,2.1,1.3,9.6,30.5,,4.6,2.4,7.0,.140,,4.7,-0.3,4.4,3.9
77,Sam Cassell\cassesa01,PG,32,MIL,74,2605,21.3,.545,.170,.274,2.5,10.9,6.9,34.3,1.8,0.3,11.7,27.3,,7.2,1.4,8.6,.158,,3.5,-1.1,2.4,2.9
78,Kelvin Cato\catoke01,C,27,HOU,75,1917,15.0,.599,.003,.595,10.4,21.1,15.7,2.5,1.1,3.4,11.4,11.2,,3.6,1.7,5.3,.133,,-1.0,0.2,-0.7,0.6
79,Tyson Chandler\chandty01,C,19,CHI,71,1389,13.0,.543,.000,.730,9.3,19.8,14.4,6.5,1.1,5.0,19.8,16.6,,0.4,1.4,1.8,.062,,-3.3,-0.2,-3.5,-0.5
80,Calbert Cheaney\cheanca01,SG,30,DEN,68,1631,10.3,.499,.009,.144,3.8,13.4,8.4,11.3,1.1,1.0,12.4,15.5,,0.6,0.6,1.2,.037,,-2.8,-0.8,-3.5,-0.6
81,Chris Childs\childch01,PG,34,TOR,69,1576,8.8,.435,.405,.240,1.3,10.2,5.6,32.9,1.9,0.2,27.3,13.0,,-0.4,1.5,1.1,.033,,-3.9,-0.3,-4.2,-0.9
82,Doug Christie\chrisdo01,SG,31,SAC,81,2798,15.2,.578,.348,.329,2.9,11.2,7.1,17.2,2.9,0.6,16.3,15.6,,4.4,4.2,8.6,.148,,0.3,2.2,2.4,3.1
