Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
43,Curtis Borchardt\borchcu01,C,24,UTA,67,23,859,74,172,.430,0,0,,74,172,.430,.430,52,71,.732,86,138,224,49,10,32,52,160,200
44,Chris Bosh*\boshch01,PF,20,TOR,81,81,3017,473,1005,.471,3,10,.300,470,995,.472,.472,412,542,.760,194,524,718,153,76,113,187,226,1361
45,Bruce Bowen\bowenbr01,SF,33,SAS,82,82,2627,251,598,.420,102,253,.403,149,345,.432,.505,71,112,.634,50,235,285,126,55,39,57,175,675
46,Ryan Bowen\bowenry01,SF,29,HOU,66,6,604,47,111,.423,3,6,.500,44,105,.419,.437,14,21,.667,21,55,76,18,23,5,7,61,111
47,Earl Boykins\boykiea01,PG,28,DEN,82,5,2162,340,824,.413,56,166,.337,284,658,.432,.447,279,303,.921,37,106,143,372,78,12,121,122,1015
48,Michael Bradley\bradlmi01,PF,25,TOT,18,0,119,15,24,.625,0,1,.000,15,23,.652,.625,3,8,.375,8,20,28,5,1,2,5,12,33
48,Michael Bradley\bradlmi01,PF,25,ORL,8,0,55,3,7,.429,0,0,,3,7,.429,.429,0,0,,3,11,14,2,1,2,1,4,6
48,Michael Bradley\bradlmi01,PF,25,SAC,8,0,48,8,12,.667,0,0,,8,12,.667,.667,2,6,.333,5,6,11,2,0,0,3,8,18
48,Michael Bradley\bradlmi01,PF,25,PHI,2,0,16,4,5,.800,0,1,.000,4,4,1.000,.800,1,2,.500,0,3,3,1,0,0,1,0,9
49,Shawn Bradley\bradlsh01,C,32,DAL,77,14,885,84,186,.452,0,0,,84,186,.452,.452,43,63,.683,70,144,214,15,25,63,33,153,211
50,Torraye Braggs\braggto01,PF,28,HOU,7,0,24,3,7,.429,0,0,,3,7,.429,.429,0,0,,7,5,12,0,0,0,2,4,6
51,Elton Brand\brandel01,PF,25,LAC,81,81,3001,629,1251,.503,0,3,.000,629,1248,.504,.503,364,484,.752,296,474,770,208,62,169,183,240,1622
52,Jamison Brewer\breweja01,PG,24,NYK,18,0,185,11,37,.297,3,15,.200,8,22,.364,.338,6,13,.462,6,16,22,12,8,1,13,11,31
53,Primož Brezec\brezepr01,C,25,CHA,72,72,2276,387,756,.512,0,0,,387,756,.512,.512,164,220,.745,226,305,531,86,33,55,106,183,938
54,Damone Brown\brownda02,SF,25,WAS,14,0,152,23,62,.371,4,11,.364,19,51,.373,.403,4,9,.444,10,18,28,14,1,6,15,17,54
55,Devin Brown\brownde02,SG,26,SAS,67,0,1238,173,409,.423,45,121,.372,128,288,.444,.478,103,130,.792,37,139,176,92,39,12,53,83,494
56,Kedrick Brown\brownke01,SF,23,PHI,8,0,55,2,6,.333,0,3,.000,2,3,.667,.333,8,10,.800,1,10,11,4,3,1,5,4,12
57,Kwame Brown\brownkw01,PF,22,WAS,42,14,908,109,237,.460,0,0,,109,237,.460,.460,74,129,.574,72,134,206,39,25,15,67,112,292
58,P.J. Brown\brownpj01,PF,35,NOH,82,78,2817,338,758,.446,0,0,,338,758,.446,.446,210,243,.864,266,471,737,178,74,50,101,233,886
59,Tierre Brown\brownti01,PG,25,LAL,76,0,1066,124,348,.356,26,72,.361,98,276,.355,.394,59,75,.787,21,72,93,155,32,1,74,59,333
60,Rick Brunson\brunsri01,PG,32,LAC,80,39,1945,166,442,.376,48,130,.369,118,312,.378,.430,57,74,.770,23,164,187,410,82,7,125,106,437
61,Kobe Bryant*\bryanko01,SG,26,LAL,66,66,2689,573,1324,.433,131,387,.339,442,937,.472,.482,542,664,.816,95,297,392,398,86,53,270,174,1819
62,Greg Buckner\buckngr01,SG,28,DEN,70,41,1522,160,303,.528,49,121,.405,111,182,.610,.609,63,81,.778,66,142,208,133,75,6,49,169,432
63,Rodney Buford\buforro01,SF,27,NJN,64,17,1313,187,489,.382,34,108,.315,153,381,.402,.417,37,45,.822,33,156,189,63,40,4,35,101,445
64,Antonio Burks\burksan01,PG,24,MEM,24,0,219,28,60,.467,3,11,.273,25,49,.510,.492,14,19,.737,1,11,12,28,13,1,12,25,73
65,Caron Butler\butleca01,SF,24,LAL,77,77,2746,441,991,.445,38,125,.304,403,866,.465,.464,275,319,.862,146,304,450,146,110,23,125,213,1195
66,Jackie Butler\butleja01,C,19,NYK,3,0,5,4,4,1.000,0,0,,4,4,1.000,1.000,2,2,1.000,0,0,0,0,1,0,1,0,10
67,Rasual Butler\butlera01,SF,25,MIA,65,15,1203,163,409,.399,57,153,.373,106,256,.414,.468,37,48,.771,15,136,151,62,18,29,37,104,420
68,Žarko Čabarkapa\cabarza01,PF,23,TOT,40,0,475,86,177,.486,13,36,.361,73,141,.518,.523,53,65,.815,35,67,102,25,10,5,30,59,238
68,Žarko Čabarkapa\cabarza01,PF,23,PHO,3,0,11,4,7,.571,0,0,,4,7,.571,.571,1,1,1.000,2,1,3,0,0,0,0,0,9
68,Žarko Čabarkapa\cabarza01,PF,23,GSW,37,0,464,82,170,.482,13,36,.361,69,134,.515,.521,52,64,.813,33,66,99,25,10,5,30,59,229
69,Marcus Camby\cambyma01,C,30,DEN,66,66,2015,279,600,.465,0,4,.000,279,596,.468,.465,125,173,.723,131,530,661,152,61,199,103,177,683
70,Elden Campbell\campbel01,C,36,TOT,40,1,390,39,123,.317,0,2,.000,39,121,.322,.317,42,55,.764,28,65,93,19,8,7,29,57,120
70,Elden Campbell\campbel01,C,36,NJN,10,0,50,0,7,.000,0,0,,0,7,.000,.000,2,4,.500,3,8,11,3,0,1,1,10,2
70,Elden Campbell\campbel01,C,36,DET,30,1,340,39,116,.336,0,2,.000,39,114,.342,.336,40,51,.784,25,57,82,16,8,6,28,47,118
71,Brian Cardinal\cardibr01,PF,27,MEM,58,16,1433,160,432,.370,44,125,.352,116,307,.378,.421,158,181,.873,63,162,225,114,88,19,83,172,522
72,Geno Carlisle\carlige01,SG,28,POR,6,0,16,2,3,.667,0,0,,2,3,.667,.667,4,6,.667,1,0,1,1,0,0,1,1,8
73,Matt Carroll\carroma01,SG,24,CHA,25,0,430,70,180,.389,13,39,.333,57,141,.404,.425,71,83,.855,13,47,60,17,17,2,25,37,224
74,Anthony Carter\cartean01,PG,29,MIN,66,12,742,72,177,.407,2,17,.118,70,160,.438,.412,35,51,.686,12,57,69,161,35,18,62,88,181
75,Vince Carter\cartevi01,SF-SG,28,TOT,77,76,2828,696,1541,.452,127,313,.406,569,1228,.463,.493,367,460,.798,106,295,401,327,109,48,168,243,1886
75,Vince Carter\cartevi01,SG,28,TOR,20,20,608,124,302,.411,19,59,.322,105,243,.432,.442,50,72,.694,28,38,66,61,25,15,22,56,317
75,Vince Carter\cartevi01,SF,28,NJN,57,56,2220,572,1239,.462,108,254,.425,464,985,.471,.505,317,388,.817,78,257,335,266,84,33,146,187,1569
76,Sam Cassell\cassesa01,PG,35,MIN,59,38,1522,319,687,.464,27,103,.262,292,584,.500,.484,134,155,.865,25,132,157,301,36,14,109,160,799
77,Kelvin Cato\catoke01,C,30,ORL,62,50,1525,160,297,.539,0,0,,160,297,.539,.539,112,143,.783,102,314,416,40,55,82,64,170,432
78,Lionel Chalmers\chalmli01,PG,24,LAC,36,0,433,42,125,.336,12,49,.245,30,76,.395,.384,15,24,.625,4,27,31,51,13,0,24,30,111
79,Tyson Chandler\chandty01,C,22,CHI,80,10,2189,207,419,.494,0,2,.000,207,417,.496,.494,226,336,.673,261,514,775,65,69,141,118,268,640
80,Calbert Cheaney\cheanca01,SG,33,GSW,55,5,951,113,265,.426,0,3,.000,113,262,.431,.426,24,37,.649,32,92,124,64,17,15,35,95,250
81,Josh Childress\childjo01,SG,21,ATL,80,44,2376,302,642,.470,13,56,.232,289,586,.493,.481,190,231,.823,195,287,482,151,74,35,106,184,807
82,Doug Christie\chrisdo01,SG,34,TOT,52,44,1525,130,332,.392,15,62,.242,115,270,.426,.414,70,78,.897,38,139,177,199,80,18,104,106,345
82,Doug Christie\chrisdo01,SG,34,SAC,31,31,996,83,204,.407,10,39,.256,73,165,.442,.431,50,56,.893,29,94,123,153,43,13,68,61,226
82,Doug Christie\chrisdo01,SG,34,ORL,21,13,529,47,128,.367,5,23,.217,42,105,.400,.387,20,22,.909,9,45,54,46,37,5,36,45,119
83,Speedy Claxton\claxtsp01,PG,26,TOT,62,47,1866,257,611,.421,11,61,.180,246,550,.447,.430,187,254,.736,37,147,184,374,109,8,119,184,712
83,Speedy Claxton\claxtsp01,PG,26,GSW,46,44,1501,216,501,.431,10,52,.192,206,449,.459,.441,162,213,.761,32,121,153,286,87,6,92,154,604
83,Speedy Claxton\claxtsp01,PG,26,NOH,16,3,365,41,110,.373,1,9,.111,40,101,.396,.377,25,41,.610,5,26,31,88,22,2,27,30,108
84,Mateen Cleaves\cleavma01,PG,27,SEA,14,0,65,5,14,.357,0,2,.000,5,12,.417,.357,3,4,.750,2,4,6,7,2,0,2,2,13
85,Derrick Coleman\colemde01,C,37,DET,5,0,50,3,14,.214,0,2,.000,3,12,.250,.214,3,3,1.000,3,12,15,0,0,0,2,6,9
86,Jason Collier\collija02,C,27,ATL,70,44,942,174,376,.463,6,14,.429,168,362,.464,.471,48,71,.676,84,100,184,18,15,13,63,147,402
87,Jarron Collins\collija03,C,26,UTA,50,38,961,65,157,.414,0,1,.000,65,156,.417,.414,83,119,.697,57,107,164,61,11,6,34,146,213
88,Jason Collins\collija04,C,26,NJN,80,80,2542,186,451,.412,2,6,.333,184,445,.413,.415,137,209,.656,153,335,488,105,71,71,91,322,511
89,Nick Collison\collini01,C,24,SEA,82,4,1396,190,354,.537,0,3,.000,190,351,.541,.537,83,118,.703,156,220,376,32,34,50,62,252,463
90,Brian Cook\cookbr01,C,24,LAL,72,0,1087,176,422,.417,78,199,.392,98,223,.439,.509,28,37,.757,63,153,216,35,23,26,29,139,458
91,Omar Cook\cookom01,PG,23,TOR,5,0,74,10,24,.417,0,4,.000,10,20,.500,.417,3,6,.500,2,5,7,22,6,1,6,6,23
92,Jamal Crawford\crawfja01,SG,24,NYK,70,67,2688,437,1097,.398,185,512,.361,252,585,.431,.483,182,216,.843,33,170,203,302,92,19,148,135,1241
93,Austin Croshere\croshau01,PF,29,IND,73,22,1827,188,497,.378,45,174,.259,143,323,.443,.424,226,256,.883,103,272,375,98,48,17,104,154,647
94,Eddy Curry\curryed01,C,22,CHI,63,60,1808,393,730,.538,0,0,,393,730,.538,.538,226,314,.720,116,222,338,37,21,58,163,202,1012
95,Michael Curry\currymi01,SF,36,IND,18,7,249,13,29,.448,0,0,,13,29,.448,.448,4,8,.500,8,19,27,15,5,4,5,39,30
96,Samuel Dalembert\dalemsa01,C,23,PHI,72,60,1785,250,477,.524,0,0,,250,477,.524,.524,89,148,.601,187,355,542,35,46,121,114,241,589
97,Erick Dampier\dampier01,C,29,DAL,59,56,1609,202,367,.550,0,3,.000,202,364,.555,.550,138,228,.605,183,318,501,51,15,80,102,205,542
98,Antonio Daniels\daniean01,PG,29,SEA,75,2,2026,273,623,.438,49,165,.297,224,458,.489,.478,248,304,.816,20,149,169,309,51,3,78,78,843
99,Erik Daniels\danieer01,SF,22,SAC,21,0,72,6,18,.333,1,2,.500,5,16,.313,.361,0,0,,7,11,18,4,2,0,6,7,13
100,Marquis Daniels\daniema01,SG,24,DAL,60,17,1412,220,504,.437,7,35,.200,213,469,.454,.443,98,133,.737,87,129,216,128,83,14,86,124,545
101,Antonio Davis\davisan01,PF,36,CHI,72,62,1843,193,419,.461,0,0,,193,419,.461,.461,115,152,.757,152,276,428,80,27,41,96,147,501
102,Baron Davis\davisba01,PG,25,TOT,46,32,1581,291,752,.387,118,354,.333,173,398,.435,.465,185,243,.761,32,143,175,362,81,14,131,126,885
102,Baron Davis\davisba01,PG,25,NOH,18,13,593,111,303,.366,44,137,.321,67,166,.404,.439,74,96,.771,16,51,67,129,31,4,38,52,340
102,Baron Davis\davisba01,PG,25,GSW,28,19,988,180,449,.401,74,217,.341,106,232,.457,.483,111,147,.755,16,92,108,233,50,10,93,74,545
103,Dale Davis\davisda01,C,35,TOT,61,28,1307,112,234,.479,0,0,,112,234,.479,.479,60,99,.606,152,223,375,47,32,65,43,162,284
103,Dale Davis\davisda01,C,35,GSW,36,3,577,45,109,.413,0,0,,45,109,.413,.413,22,38,.579,61,92,153,23,13,32,20,79,112
103,Dale Davis\davisda01,C,35,IND,25,25,730,67,125,.536,0,0,,67,125,.536,.536,38,61,.623,91,131,222,24,19,33,23,83,172
104,Josh Davis\davisjo02,PF,24,PHI,42,5,328,42,111,.378,19,53,.358,23,58,.397,.464,14,17,.824,29,50,79,12,8,4,15,45,117
105,Ricky Davis\davisri01,SG,25,BOS,82,11,2696,481,1041,.462,61,180,.339,420,861,.488,.491,286,351,.815,66,183,249,246,89,27,205,174,1309
106,Andrew DeClercq\declean01,C,31,ORL,8,0,49,4,9,.444,0,0,,4,9,.444,.444,1,3,.333,7,3,10,0,2,0,1,14,9
107,Carlos Delfino\delfica01,SG,22,DET,30,4,459,42,117,.359,9,35,.257,33,82,.402,.397,23,40,.575,13,42,55,38,22,6,23,44,116
108,Tony Delk\delkto01,SG,31,ATL,56,1,1340,246,591,.416,72,202,.356,174,389,.447,.477,103,136,.757,28,102,130,104,47,3,54,123,667
109,Luol Deng\denglu01,SF,19,CHI,61,45,1663,280,645,.434,31,117,.265,249,528,.472,.458,120,162,.741,92,230,322,135,48,27,118,98,711
110,Boris Diaw\diawbo01,SG,22,ATL,66,25,1201,124,294,.422,9,50,.180,115,244,.471,.437,57,77,.740,54,116,170,149,37,18,87,123,314
111,Dan Dickau\dickada01,PG,26,TOT,71,46,2090,306,756,.405,85,245,.347,221,511,.432,.461,190,228,.833,34,146,180,347,76,4,145,201,887
111,Dan Dickau\dickada01,PG,26,DAL,4,0,16,1,8,.125,1,3,.333,0,5,.000,.188,2,3,.667,0,1,1,1,0,0,1,1,5
111,Dan Dickau\dickada01,PG,26,NOH,67,46,2074,305,748,.408,84,242,.347,221,506,.437,.464,188,225,.836,34,145,179,346,76,4,144,200,882
112,Kaniel Dickens\dickeka01,SF,26,NJN,11,0,61,4,14,.286,3,9,.333,1,5,.200,.393,2,2,1.000,3,6,9,1,2,1,2,5,13
113,DeSagana Diop\diopde01,C,23,CLE,39,0,306,20,69,.290,0,2,.000,20,67,.299,.290,0,5,.000,30,40,70,15,8,27,12,53,40
114,Vlade Divac*\divacvl01,C,36,LAL,15,0,130,13,31,.419,0,0,,13,31,.419,.419,8,12,.667,18,14,32,19,4,1,14,25,34
115,Juan Dixon\dixonju01,SG,26,WAS,63,4,1054,186,447,.416,48,147,.327,138,300,.460,.470,87,97,.897,32,87,119,111,43,4,68,98,507
116,Michael Doleac\doleami01,C,27,MIA,80,8,1175,148,331,.447,0,2,.000,148,329,.450,.447,25,41,.610,74,185,259,47,23,22,36,160,321
117,Keyon Dooling\doolike01,PG,24,MIA,74,0,1184,139,345,.403,19,75,.253,120,270,.444,.430,85,109,.780,11,79,90,132,39,11,65,120,382
118,Predrag Drobnjak\drobnpr01,C,29,ATL,71,1,1435,238,543,.438,25,71,.352,213,472,.451,.461,96,120,.800,73,165,238,49,42,24,78,138,597
119,Chris Duhon\duhonch01,PG,22,CHI,82,73,2177,172,488,.352,94,265,.355,78,223,.350,.449,49,67,.731,23,190,213,398,82,3,119,205,487
120,Tim Duncan*\duncati01,PF,28,SAS,66,66,2203,517,1042,.496,3,9,.333,514,1033,.498,.498,305,455,.670,202,530,732,179,45,174,127,144,1342
121,Mike Dunleavy\dunlemi02,SF,24,GSW,79,79,2570,408,905,.451,107,276,.388,301,629,.479,.510,134,172,.779,97,338,435,203,79,26,132,198,1057
122,Ronald Dupree\duprero01,SF,24,DET,47,0,472,61,127,.480,1,2,.500,60,125,.480,.484,29,47,.617,34,61,95,24,7,10,22,60,152
123,Ndudi Ebi\ebind01,SG,20,MIN,2,0,54,11,21,.524,0,1,.000,11,20,.550,.524,5,9,.556,6,10,16,1,1,1,3,7,27
124,Corsley Edwards\edwarco01,C,25,NOH,10,0,110,10,31,.323,0,0,,10,31,.323,.323,7,12,.583,12,13,25,3,3,4,2,19,27
125,John Edwards\edwarjo01,C,23,IND,25,1,139,11,30,.367,0,0,,11,30,.367,.367,7,14,.500,8,11,19,3,3,4,8,12,29
126,Howard Eisley\eisleho01,PG,32,UTA,74,1,1428,161,405,.398,27,103,.262,134,302,.444,.431,66,83,.795,15,75,90,250,45,9,111,156,415
127,Obinna Ekezie\ekeziob01,C,29,ATL,42,31,732,79,182,.434,0,1,.000,79,181,.436,.434,72,93,.774,69,110,179,11,22,12,45,129,230
128,Francisco Elson\elsonfr01,C,28,DEN,67,11,939,101,216,.468,1,3,.333,100,213,.469,.470,45,79,.570,61,140,201,34,34,41,40,129,248
129,Melvin Ely\elyme01,PF,26,CHA,79,17,1649,227,526,.432,0,0,,227,526,.432,.432,122,212,.575,142,184,326,76,32,69,115,199,576
130,Andre Emmett\emmetan01,SG,22,MEM,8,0,28,2,6,.333,0,0,,2,6,.333,.333,3,5,.600,0,2,2,0,0,0,1,4,7
131,Maurice Evans\evansma01,SG,26,SAC,65,11,1233,165,373,.442,27,82,.329,138,291,.474,.479,59,78,.756,88,113,201,45,37,8,34,104,416
132,Reggie Evans\evansre01,PF,24,SEA,79,79,1881,131,275,.476,0,2,.000,131,273,.480,.476,125,234,.534,254,482,736,58,58,15,104,202,387
133,Michael Finley\finlemi01,SG,31,DAL,64,64,2358,387,907,.427,116,285,.407,271,622,.436,.491,113,136,.831,45,217,262,169,48,18,60,123,1003
