Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
54,Primož Brezec\brezepr01,C,26,CHA,79,79,2165,409,791,.517,0,2,.000,409,789,.518,.517,164,224,.732,181,259,440,45,19,32,85,227,982
55,Devin Brown\brownde02,SG,27,UTA,81,14,1711,207,527,.393,39,118,.331,168,409,.411,.430,158,212,.745,73,134,207,104,44,14,99,153,611
56,Kwame Brown\brownkw01,C,23,LAL,72,49,1978,204,388,.526,0,1,.000,204,387,.527,.526,128,235,.545,182,291,473,72,27,46,100,196,536
57,P.J. Brown\brownpj01,C,36,NOK,75,73,2380,269,583,.461,0,0,,269,583,.461,.461,139,168,.827,182,365,547,90,46,50,90,216,677
58,Rick Brunson\brunsri01,PG,33,TOT,27,0,246,21,54,.389,5,13,.385,16,41,.390,.435,7,12,.583,1,21,22,35,8,1,22,22,54
58,Rick Brunson\brunsri01,PG,33,SEA,4,0,31,5,8,.625,0,1,.000,5,7,.714,.625,0,0,,0,2,2,2,0,0,3,1,10
58,Rick Brunson\brunsri01,PG,33,HOU,23,0,215,16,46,.348,5,12,.417,11,34,.324,.402,7,12,.583,1,19,20,33,8,1,19,21,44
59,Kobe Bryant*\bryanko01,SG,27,LAL,80,80,3277,978,2173,.450,180,518,.347,798,1655,.482,.491,696,819,.850,71,354,425,360,147,30,250,233,2832
60,Greg Buckner\buckngr01,SG,29,DEN,73,27,1758,181,417,.434,86,243,.354,95,174,.546,.537,43,55,.782,31,178,209,127,87,20,52,180,491
61,Pat Burke\burkepa01,C,32,PHO,42,0,346,63,127,.496,2,7,.286,61,120,.508,.504,13,21,.619,21,52,73,16,6,13,33,62,141
62,Antonio Burks\burksan01,PG,25,MEM,57,1,570,51,144,.354,1,6,.167,50,138,.362,.358,10,23,.435,4,33,37,76,20,0,36,45,113
63,Kevin Burleson\burleke01,PG,26,CHA,39,1,340,22,88,.250,10,54,.185,12,34,.353,.307,16,17,.941,4,22,26,48,26,2,25,63,70
64,Caron Butler\butleca01,SF,25,WAS,75,54,2708,494,1086,.455,41,120,.342,453,966,.469,.474,289,332,.870,114,352,466,186,127,18,175,238,1318
65,Jackie Butler\butleja01,C,20,NYK,55,0,740,117,215,.544,0,0,,117,215,.544,.544,58,77,.753,67,116,183,25,17,31,62,127,292
66,Rasual Butler\butlera01,SF,26,NOK,79,20,1875,257,633,.406,92,242,.380,165,391,.422,.479,79,114,.693,51,181,232,40,33,45,65,142,685
67,Andrew Bynum\bynuman01,C,18,LAL,46,0,338,33,82,.402,0,0,,33,82,.402,.402,8,27,.296,34,46,80,9,4,22,17,56,74
68,Will Bynum\bynumwi01,PG,23,GSW,15,0,162,21,52,.404,2,9,.222,19,43,.442,.423,10,16,.625,3,9,12,19,7,0,14,10,54
69,Žarko Čabarkapa\cabarza01,PF,24,GSW,61,0,505,67,174,.385,5,20,.250,62,154,.403,.399,60,84,.714,37,74,111,20,13,7,35,87,199
70,José Calderón\caldejo01,SG,24,TOR,64,11,1487,132,312,.423,7,43,.163,125,269,.465,.434,78,92,.848,30,111,141,288,42,4,101,93,349
71,Marcus Camby\cambyma01,C,31,DEN,56,54,1857,302,649,.465,1,11,.091,301,638,.472,.466,111,156,.712,132,536,668,115,79,184,92,158,716
72,Brian Cardinal\cardibr01,PF,28,MEM,36,0,402,46,111,.414,13,29,.448,33,82,.402,.473,19,27,.704,11,44,55,33,23,0,27,65,124
73,Matt Carroll\carroma01,SG,25,CHA,78,6,1275,192,476,.403,72,185,.389,120,291,.412,.479,138,168,.821,34,123,157,35,47,11,48,120,594
74,Anthony Carter\cartean01,PG,30,MIN,45,8,589,53,137,.387,4,15,.267,49,122,.402,.401,40,55,.727,9,53,62,101,24,9,40,71,150
75,Vince Carter\cartevi01,SG,29,NJN,79,79,2906,653,1518,.430,125,367,.341,528,1151,.459,.471,480,601,.799,135,327,462,338,94,53,213,235,1911
76,Sam Cassell\cassesa01,PG,36,LAC,78,75,2653,493,1112,.443,70,190,.368,423,922,.459,.475,289,335,.863,40,247,287,491,74,11,175,225,1345
77,Kelvin Cato\catoke01,C,31,TOT,27,0,333,36,84,.429,0,0,,36,84,.429,.429,26,35,.743,20,50,70,4,6,12,18,52,98
77,Kelvin Cato\catoke01,C,31,ORL,23,0,299,31,72,.431,0,0,,31,72,.431,.431,26,35,.743,19,44,63,2,6,10,16,48,88
77,Kelvin Cato\catoke01,C,31,DET,4,0,34,5,12,.417,0,0,,5,12,.417,.417,0,0,,1,6,7,2,0,2,2,4,10
78,Tyson Chandler\chandty01,C,23,CHI,79,50,2121,160,283,.565,0,1,.000,160,282,.567,.565,97,193,.503,265,449,714,81,41,104,123,298,417
79,Calbert Cheaney\cheanca01,SF,34,GSW,42,0,448,42,108,.389,0,8,.000,42,100,.420,.389,8,8,1.000,20,41,61,19,13,2,17,38,92
80,Josh Childress\childjo01,SF,22,ATL,74,10,2249,278,504,.552,32,65,.492,246,439,.560,.583,154,201,.766,134,253,387,131,86,39,101,184,742
81,Doug Christie\chrisdo01,SG,35,DAL,7,7,185,9,26,.346,0,1,.000,9,25,.360,.346,8,12,.667,2,11,13,14,9,1,6,10,26
82,Speedy Claxton\claxtsp01,PG,27,NOK,71,3,2019,304,736,.413,17,63,.270,287,673,.426,.425,246,320,.769,39,154,193,339,108,6,154,177,871
83,Mateen Cleaves\cleavma01,PG,28,SEA,27,0,230,25,71,.352,4,16,.250,21,55,.382,.380,19,24,.792,2,12,14,42,3,2,14,30,73
84,Jarron Collins\collija03,C,27,UTA,79,41,1730,129,280,.461,0,0,,129,280,.461,.461,157,219,.717,134,199,333,97,36,27,61,252,415
85,Jason Collins\collija04,C,27,NJN,71,70,1895,104,262,.397,3,12,.250,101,250,.404,.403,44,86,.512,93,249,342,70,46,40,61,251,255
86,Nick Collison\collini01,PF,25,SEA,66,27,1448,207,394,.525,0,3,.000,207,391,.529,.525,79,113,.699,143,225,368,74,21,35,77,213,493
87,Brian Cook\cookbr01,PF,25,LAL,81,46,1535,261,511,.511,36,84,.429,225,427,.527,.546,84,101,.832,88,186,274,74,37,32,61,205,642
88,Jamal Crawford\crawfja01,SG,25,NYK,79,27,2555,366,879,.416,101,293,.345,265,586,.452,.474,295,357,.826,36,212,248,301,87,15,175,150,1128
89,Austin Croshere\croshau01,PF,30,IND,50,26,1148,132,285,.463,54,140,.386,78,145,.538,.558,90,102,.882,62,203,265,62,22,7,48,105,408
90,Eddy Curry\curryed01,C,23,NYK,72,69,1865,336,597,.563,0,0,,336,597,.563,.563,307,486,.632,145,287,432,19,28,56,179,239,979
91,Samuel Dalembert\dalemsa01,C,24,PHI,66,52,1761,196,369,.531,0,1,.000,196,368,.533,.531,93,132,.705,159,382,541,25,34,160,107,244,485
92,Erick Dampier\dampier01,C,30,DAL,82,36,1934,171,347,.493,0,0,,171,347,.493,.493,127,215,.591,273,367,640,51,27,106,115,263,469
93,Antonio Daniels\daniean01,SG,30,WAS,80,17,2283,230,550,.418,23,101,.228,207,449,.461,.439,284,336,.845,19,153,172,284,52,8,89,96,767
94,Marquis Daniels\daniema01,SG,25,DAL,62,29,1766,246,512,.480,4,19,.211,242,493,.491,.484,138,183,.754,81,143,224,172,67,13,100,143,634
95,Antonio Davis\davisan01,PF-C,37,TOT,44,39,940,82,190,.432,0,1,.000,82,189,.434,.432,52,81,.642,90,118,208,21,23,10,51,125,216
95,Antonio Davis\davisan01,PF,37,NYK,36,31,749,68,159,.428,0,1,.000,68,158,.430,.428,45,61,.738,75,97,172,14,20,9,43,99,181
95,Antonio Davis\davisan01,C,37,TOR,8,8,191,14,31,.452,0,0,,14,31,.452,.452,7,20,.350,15,21,36,7,3,1,8,26,35
96,Baron Davis\davisba01,PG,26,GSW,54,48,1971,335,861,.389,102,324,.315,233,537,.434,.448,195,289,.675,45,191,236,480,89,14,159,165,967
97,Dale Davis\davisda01,C,36,DET,28,2,178,9,24,.375,0,1,.000,9,23,.391,.375,8,15,.533,21,32,53,6,0,9,4,23,26
98,Josh Davis\davisjo02,PF,25,TOT,6,0,17,2,7,.286,0,2,.000,2,5,.400,.286,2,3,.667,3,1,4,1,2,0,1,3,6
98,Josh Davis\davisjo02,PF,25,MIL,4,0,12,1,4,.250,0,1,.000,1,3,.333,.250,0,0,,2,1,3,1,1,0,1,2,2
98,Josh Davis\davisjo02,PF,25,HOU,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
98,Josh Davis\davisjo02,PF,25,PHO,1,0,5,1,3,.333,0,1,.000,1,2,.500,.333,2,3,.667,1,0,1,0,1,0,0,0,4
99,Ricky Davis\davisri01,SG-SF,26,TOT,78,78,3207,584,1304,.448,73,242,.302,511,1062,.481,.476,275,345,.797,65,286,351,394,91,17,213,190,1516
99,Ricky Davis\davisri01,SG,26,BOS,42,42,1747,329,709,.464,40,125,.320,289,584,.495,.492,129,164,.787,40,147,187,221,49,9,115,91,827
99,Ricky Davis\davisri01,SF,26,MIN,36,36,1460,255,595,.429,33,117,.282,222,478,.464,.456,146,181,.807,25,139,164,173,42,8,98,99,689
100,Carlos Delfino\delfica01,SG,23,DET,68,1,726,91,226,.403,20,60,.333,71,166,.428,.447,45,67,.672,28,85,113,44,21,15,36,86,247
101,Tony Delk\delkto01,PG-SG,32,TOT,24,0,385,71,161,.441,20,47,.426,51,114,.447,.503,20,27,.741,14,39,53,33,13,1,19,28,182
101,Tony Delk\delkto01,SG,32,ATL,1,0,7,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,1,1,2,0,0,0,0,0,2
101,Tony Delk\delkto01,PG,32,DET,23,0,378,71,160,.444,20,47,.426,51,113,.451,.506,18,25,.720,13,38,51,33,13,1,19,28,180
102,Luol Deng\denglu01,SF,20,CHI,78,56,2604,442,954,.463,21,78,.269,421,876,.481,.474,207,276,.750,127,389,516,147,72,50,105,128,1112
103,Boris Diaw\diawbo01,PF,23,PHO,81,70,2874,449,853,.526,8,30,.267,441,823,.536,.531,174,238,.731,159,399,558,503,58,85,189,260,1080
104,Dan Dickau\dickada01,PG,27,BOS,19,0,234,17,46,.370,10,20,.500,7,26,.269,.478,18,18,1.000,5,11,16,40,11,1,18,40,62
105,Travis Diener\dienetr01,PG,23,ORL,23,0,246,29,69,.420,25,57,.439,4,12,.333,.601,5,6,.833,4,17,21,16,7,0,10,22,88
106,Ike Diogu\dioguik01,PF,22,GSW,69,14,1031,175,334,.524,0,0,,175,334,.524,.524,136,168,.810,95,134,229,29,15,30,78,164,486
107,DeSagana Diop\diopde01,C,24,DAL,81,45,1510,75,154,.487,1,2,.500,74,152,.487,.490,39,72,.542,145,229,374,23,44,146,36,253,190
108,Juan Dixon\dixonju01,SG,27,POR,76,42,1920,357,821,.435,65,170,.382,292,651,.449,.474,156,194,.804,30,147,177,149,58,6,113,157,935
109,Michael Doleac\doleami01,C,28,MIA,31,3,371,37,88,.420,0,0,,37,88,.420,.420,24,30,.800,23,62,85,8,10,7,14,45,98
110,Keyon Dooling\doolike01,PG,25,ORL,50,7,1137,178,405,.440,13,43,.302,165,362,.456,.456,101,121,.835,11,67,78,109,49,4,82,116,470
111,Chris Duhon\duhonch01,PG,23,CHI,74,38,2155,215,538,.400,100,278,.360,115,260,.442,.493,117,143,.818,28,192,220,373,70,3,117,152,647
112,Tim Duncan*\duncati01,PF,29,SAS,80,80,2784,574,1185,.484,2,5,.400,572,1180,.485,.485,335,533,.629,231,650,881,253,70,162,198,219,1485
113,Mike Dunleavy\dunlemi02,SF,25,GSW,81,68,2578,331,816,.406,74,260,.285,257,556,.462,.451,196,252,.778,78,321,399,237,60,32,120,199,932
114,Ronald Dupree\duprero01,SF,25,MIN,36,0,265,33,63,.524,0,1,.000,33,62,.532,.524,14,41,.341,21,28,49,14,12,0,14,44,80
115,John Edwards\edwarjo01,C,24,ATL,40,4,296,31,64,.484,0,0,,31,64,.484,.484,8,11,.727,18,30,48,5,3,15,12,76,70
116,Howard Eisley\eisleho01,PG,33,TOT,32,0,394,34,103,.330,13,42,.310,21,61,.344,.393,20,24,.833,3,30,33,69,11,2,21,34,101
116,Howard Eisley\eisleho01,PG,33,LAC,13,0,112,4,17,.235,1,4,.250,3,13,.231,.265,0,0,,1,13,14,25,3,0,3,11,9
116,Howard Eisley\eisleho01,PG,33,DEN,19,0,282,30,86,.349,12,38,.316,18,48,.375,.419,20,24,.833,2,17,19,44,8,2,18,23,92
117,Monta Ellis\ellismo01,SG,20,GSW,49,3,886,132,318,.415,28,82,.341,104,236,.441,.459,42,59,.712,22,83,105,78,32,11,58,69,334
118,Francisco Elson\elsonfr01,C,29,DEN,72,54,1579,151,284,.532,1,5,.200,150,279,.538,.533,49,74,.662,99,240,339,47,54,45,65,211,352
119,Melvin Ely\elyme01,PF,27,CHA,57,22,1348,216,425,.508,0,2,.000,216,423,.511,.508,128,192,.667,94,183,277,76,29,44,100,160,560
120,Maurice Evans\evansma01,SG,27,DET,80,1,1139,154,341,.452,43,116,.371,111,225,.493,.515,52,65,.800,76,87,163,60,41,15,39,122,403
121,Reggie Evans\evansre01,PF,25,TOT,67,25,1393,131,268,.489,0,1,.000,131,267,.491,.489,115,217,.530,171,331,502,38,40,10,85,166,377
121,Reggie Evans\evansre01,PF,25,SEA,41,23,788,88,173,.509,0,1,.000,88,172,.512,.509,66,120,.550,114,162,276,23,24,5,41,95,242
121,Reggie Evans\evansre01,PF,25,DEN,26,2,605,43,95,.453,0,0,,43,95,.453,.453,49,97,.505,57,169,226,15,16,5,44,71,135
122,Daniel Ewing\ewingda01,SG,22,LAC,66,5,971,97,255,.380,22,78,.282,75,177,.424,.424,36,46,.783,23,62,85,84,37,6,57,86,252
123,Noel Felix\felixno01,SF,24,SEA,12,0,82,6,25,.240,1,3,.333,5,22,.227,.260,5,8,.625,3,10,13,2,2,3,8,13,18
124,Raymond Felton\feltora01,PG,21,CHA,80,54,2406,345,883,.391,97,271,.358,248,612,.405,.446,161,222,.725,77,188,265,446,102,8,182,181,948
125,Michael Finley\finlemi01,SG,32,SAS,77,18,2038,286,695,.412,110,279,.394,176,416,.423,.491,98,115,.852,31,216,247,116,37,7,62,97,780
126,Derek Fisher\fishede01,PG,31,GSW,82,36,2589,364,887,.410,117,295,.397,247,592,.417,.476,244,293,.833,36,175,211,352,125,8,156,237,1089
127,Gerald Fitch\fitchge01,PG,23,MIA,18,1,239,30,89,.337,7,26,.269,23,63,.365,.376,17,23,.739,7,23,30,33,7,5,15,28,84
128,Marcus Fizer\fizerma01,PF,27,NOK,3,0,39,9,17,.529,1,1,1.000,8,16,.500,.559,1,2,.500,1,6,7,1,0,0,2,5,20
129,Sharrod Ford\fordsh02,PF,24,PHO,3,0,13,2,3,.667,0,0,,2,3,.667,.667,0,0,,1,2,3,0,0,1,2,7,4
130,T.J. Ford\fordtj01,PG,22,MIL,72,70,2557,328,789,.416,35,104,.337,293,685,.428,.438,187,248,.754,63,248,311,473,104,7,219,196,878
131,Danny Fortson\fortsda01,C,29,SEA,23,1,276,27,51,.529,0,0,,27,51,.529,.529,33,43,.767,31,47,78,2,4,2,26,76,87
132,Jeff Foster\fosteje01,C,29,IND,63,37,1581,138,250,.552,0,4,.000,138,246,.561,.552,96,159,.604,224,350,574,50,41,27,64,191,372
133,Adonal Foyle\foylead01,C,30,GSW,77,72,1824,152,300,.507,0,0,,152,300,.507,.507,41,67,.612,143,281,424,33,44,125,80,215,345
134,Richie Frahm\frahmri01,SG,28,TOT,33,0,342,39,100,.390,23,70,.329,16,30,.533,.505,7,10,.700,3,30,33,21,4,2,8,30,108
134,Richie Frahm\frahmri01,SG,28,MIN,25,0,225,24,65,.369,15,48,.313,9,17,.529,.485,3,5,.600,3,20,23,15,3,2,4,22,66
