Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa\achiupr01,PF,21,MIA,61,737,14.2,.550,.004,.482,11.5,20.6,16.1,6.1,1.3,4.0,13.5,19.5,,0.3,1.0,1.3,.085,,-3.6,-0.5,-4.1,-0.4
2,Jaylen Adams\adamsja01,PG,24,MIL,7,18,-6.5,.125,.250,.000,0.0,16.9,8.8,12.7,0.0,0.0,0.0,18.6,,-0.1,0.0,-0.1,-0.252,,-15.1,-4.6,-19.8,-0.1
3,Steven Adams\adamsst01,C,27,NOP,58,1605,15.1,.596,.010,.438,14.4,20.4,17.4,9.1,1.6,2.2,17.5,11.7,,2.3,1.7,4.0,.119,,-0.4,0.1,-0.3,0.7
4,Bam Adebayo\adebaba01,C,23,MIA,64,2143,22.7,.626,.010,.443,7.7,22.6,15.3,26.9,1.7,3.2,15.0,23.7,,5.6,3.2,8.8,.197,,2.9,2.0,4.9,3.7
5,LaMarcus Aldridge\aldrila01,C,35,TOT,26,674,15.7,.556,.270,.159,3.0,15.8,9.4,11.0,0.8,3.7,7.9,22.2,,0.5,0.6,1.1,.080,,-0.2,-0.2,-0.3,0.3
5,LaMarcus Aldridge\aldrila01,C,35,SAS,21,544,15.1,.545,.302,.149,3.3,15.4,9.2,10.2,0.7,2.8,7.0,22.7,,0.3,0.5,0.8,.067,,-0.2,-0.7,-0.9,0.2
5,LaMarcus Aldridge\aldrila01,C,35,BRK,5,130,18.2,.611,.104,.208,1.8,17.8,10.2,14.3,1.1,7.4,11.8,19.9,,0.2,0.2,0.4,.135,,0.1,2.1,2.2,0.1
6,Ty-Shon Alexander\alexaty01,SG,22,PHO,15,47,4.2,.349,.750,.167,4.9,19.0,12.1,15.4,0.0,1.9,18.9,15.0,,-0.1,0.0,0.0,-0.048,,-4.8,-1.7,-6.5,-0.1
7,Nickeil Alexander-Walker\alexani01,SG,22,NOP,46,1007,12.5,.522,.478,.144,1.4,14.1,7.8,14.7,2.2,2.1,12.4,23.2,,-0.3,1.0,0.7,.035,,-1.4,0.1,-1.3,0.2
8,Grayson Allen\allengr01,SG,25,MEM,50,1259,12.8,.586,.662,.220,1.6,12.0,6.7,11.5,1.7,0.6,9.6,16.8,,1.5,1.2,2.7,.101,,-0.2,0.1,-0.2,0.6
9,Jarrett Allen\allenja01,C,22,TOT,63,1864,20.1,.661,.039,.602,11.6,26.3,18.9,8.7,0.8,4.3,14.1,16.6,,4.3,2.1,6.4,.166,,1.3,-0.2,1.1,1.4
9,Jarrett Allen\allenja01,C,22,BRK,12,320,21.5,.730,.000,.938,13.8,28.6,21.6,8.3,1.1,5.2,19.3,15.5,,1.0,0.5,1.4,.216,,1.7,0.9,2.6,0.4
9,Jarrett Allen\allenja01,C,22,CLE,51,1544,19.8,.649,.046,.549,11.2,25.9,18.3,8.8,0.8,4.1,13.1,16.8,,3.4,1.6,5.0,.155,,1.2,-0.4,0.8,1.1
10,Al-Farouq Aminu\aminual01,PF,30,TOT,23,434,8.9,.469,.374,.222,5.1,21.9,13.3,10.1,2.1,1.9,20.5,13.6,,-0.4,0.5,0.1,.010,,-4.9,1.1,-3.8,-0.2
10,Al-Farouq Aminu\aminual01,PF,30,ORL,17,367,9.9,.482,.348,.191,5.5,20.8,12.9,11.3,2.3,2.2,20.6,14.3,,-0.3,0.4,0.1,.014,,-4.4,1.3,-3.1,-0.1
10,Al-Farouq Aminu\aminual01,PF,30,CHI,6,67,3.0,.369,.600,.500,3.3,27.8,15.7,3.5,1.4,0.0,19.7,9.8,,-0.1,0.1,0.0,-0.013,,-7.5,0.2,-7.3,-0.1
11,Kyle Anderson\anderky01,PF,27,MEM,69,1887,17.2,.578,.397,.280,2.9,19.5,11.1,18.3,2.1,2.7,10.4,18.5,,2.9,2.7,5.6,.143,,1.4,1.9,3.3,2.5
12,Giannis Antetokounmpo\antetgi01,PF,26,MIL,61,2013,29.2,.633,.201,.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,,6.9,3.3,10.2,.244,,6.2,2.8,9.0,5.6
13,Kostas Antetokounmpo\antetko01,PF,23,LAL,15,56,0.0,.382,.000,1.300,8.1,29.9,19.1,2.3,1.7,6.4,41.2,20.7,,-0.3,0.1,-0.2,-0.174,,-13.3,0.8,-12.6,-0.1
14,Thanasis Antetokounmpo\antetth01,SF,28,MIL,57,551,10.3,.523,.212,.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,,0.0,0.6,0.7,.057,,-3.7,0.2,-3.5,-0.2
15,Carmelo Anthony\anthoca01,PF,36,POR,69,1690,14.6,.547,.418,.198,2.0,11.8,6.8,9.2,1.3,2.0,6.7,23.1,,1.7,0.8,2.6,.073,,0.2,-1.3,-1.1,0.4
