Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
8,Tony Allen\allento01,SG,26,BOS,75,11,1373,169,389,.434,18,57,.316,151,332,.455,.458,138,181,.762,34,134,168,114,62,21,109,168,494
9,Lance Allred\allrela01,C,26,CLE,3,0,10,1,4,.250,0,0,,1,4,.250,.250,1,2,.500,0,1,1,0,0,0,0,1,3
10,Morris Almond\almonmo01,SG,22,UTA,9,0,39,4,15,.267,1,4,.250,3,11,.273,.300,4,6,.667,0,2,2,3,1,0,2,5,13
11,Rafer Alston\alstora01,PG,31,HOU,74,74,2526,364,924,.394,143,407,.351,221,517,.427,.471,98,137,.715,28,232,260,392,98,18,160,139,969
12,Lou Amundson\amundlo01,PF,25,PHI,16,0,64,8,16,.500,0,0,,8,16,.500,.500,2,7,.286,7,5,12,0,1,1,2,13,18
13,Chris Andersen\anderch01,C,29,NOH,5,0,34,2,7,.286,0,0,,2,7,.286,.286,2,4,.500,2,7,9,0,0,4,1,6,6
14,Derek Anderson\anderde01,SG,33,CHA,28,0,396,47,125,.376,19,52,.365,28,73,.384,.452,28,38,.737,9,43,52,44,12,1,25,49,141
15,Carmelo Anthony\anthoca01,SF,23,DEN,77,77,2806,728,1481,.492,58,164,.354,670,1317,.509,.511,464,590,.786,178,393,571,259,98,39,253,253,1978
16,Joel Anthony\anthojo01,PF,25,MIA,24,1,498,28,60,.467,0,0,,28,60,.467,.467,29,49,.592,38,55,93,3,9,31,17,55,85
17,Gilbert Arenas\arenagi01,PG,26,WAS,13,8,425,78,196,.398,22,78,.282,56,118,.475,.454,74,96,.771,6,45,51,66,23,1,49,30,252
18,Trevor Ariza\arizatr01,SF,22,TOT,35,3,546,69,136,.507,5,18,.278,64,118,.542,.526,49,75,.653,30,78,108,44,31,11,23,45,192
18,Trevor Ariza\arizatr01,SF,22,ORL,11,0,115,14,31,.452,0,3,.000,14,28,.500,.452,8,15,.533,5,19,24,8,5,3,5,9,36
18,Trevor Ariza\arizatr01,SF,22,LAL,24,3,431,55,105,.524,5,15,.333,50,90,.556,.548,41,60,.683,25,59,84,36,26,8,18,36,156
19,Darrell Armstrong\armstda01,PG,39,NJN,50,2,549,40,110,.364,23,69,.333,17,41,.415,.468,20,30,.667,17,50,67,73,28,2,41,53,123
20,Hilton Armstrong\armsthi01,C,23,NOH,65,3,732,67,148,.453,0,0,,67,148,.453,.453,44,70,.629,65,98,163,23,15,34,59,130,178
21,Carlos Arroyo\arroyca01,PG,28,ORL,62,20,1269,157,348,.451,29,84,.345,128,264,.485,.493,87,102,.853,10,103,113,219,26,2,77,85,430
22,Chucky Atkins\atkinch01,SG,33,DEN,24,0,352,42,122,.344,25,79,.316,17,43,.395,.447,4,9,.444,3,28,31,47,9,1,10,27,113
23,James Augustine\augusja01,PF,23,ORL,25,0,149,18,34,.529,0,0,,18,34,.529,.529,4,8,.500,16,14,30,2,5,2,6,18,40
24,Kelenna Azubuike\azubuke01,SG,24,GSW,81,17,1732,261,587,.445,71,195,.364,190,392,.485,.505,99,138,.717,107,217,324,75,45,34,58,159,692
25,Renaldo Balkman\balkmre01,SF,23,NYK,65,0,952,91,186,.489,1,12,.083,90,174,.517,.492,41,95,.432,83,133,216,40,44,30,37,132,224
26,Marcus Banks\banksma01,PG,26,TOT,36,3,569,86,191,.450,40,102,.392,46,89,.517,.555,27,35,.771,4,41,45,61,14,13,37,65,239
26,Marcus Banks\banksma01,PG,26,PHO,24,1,310,44,109,.404,25,65,.385,19,44,.432,.518,12,16,.750,3,17,20,25,8,8,16,38,125
26,Marcus Banks\banksma01,PG,26,MIA,12,2,259,42,82,.512,15,37,.405,27,45,.600,.604,15,19,.789,1,24,25,36,6,5,21,27,114
27,Leandro Barbosa\barbole01,SG,25,PHO,82,12,2421,472,1021,.462,164,422,.389,308,599,.514,.543,175,213,.822,40,191,231,216,75,18,117,195,1283
28,J.J. Barea\bareajo01,PG,23,DAL,44,9,460,71,170,.418,21,54,.389,50,116,.431,.479,28,35,.800,4,43,47,58,14,1,35,48,191
29,Andrea Bargnani\bargnan01,PF,22,TOR,78,53,1861,280,725,.386,90,261,.345,190,464,.409,.448,142,169,.840,50,238,288,89,23,37,88,211,792
30,Matt Barnes\barnema02,PF,27,GSW,73,18,1414,187,442,.423,53,181,.293,134,261,.513,.483,59,79,.747,94,230,324,139,48,36,85,159,486
31,Andre Barrett\barrean01,PG,25,LAC,4,0,25,2,5,.400,1,3,.333,1,2,.500,.500,1,2,.500,0,1,1,7,0,0,1,1,6
32,Earl Barron\barroea01,C,26,MIA,46,15,889,132,327,.404,1,13,.077,131,314,.417,.405,61,87,.701,67,131,198,29,19,8,48,114,326
33,Brent Barry\barrybr01,SF,36,SAS,31,1,554,77,160,.481,48,112,.429,29,48,.604,.631,19,20,.950,12,43,55,54,17,3,18,43,221
34,Brandon Bass\bassbr01,C,22,DAL,79,1,1557,246,493,.499,0,4,.000,246,489,.503,.499,162,197,.822,120,227,347,58,22,48,82,150,654
35,Maceo Baston\bastoma01,PF,32,TOR,15,2,103,17,25,.680,0,0,,17,25,.680,.680,7,10,.700,9,17,26,3,2,4,4,20,41
36,Shane Battier\battish01,SF,29,HOU,80,78,2907,265,619,.428,139,369,.377,126,250,.504,.540,75,101,.743,131,276,407,155,77,90,78,196,744
37,Marco Belinelli\belinma01,SG,21,GSW,33,0,241,36,93,.387,16,41,.390,20,52,.385,.473,7,9,.778,3,11,14,15,5,0,12,15,95
38,Charlie Bell\bellch01,SG,28,MIL,68,5,1628,185,486,.381,74,217,.341,111,269,.413,.457,70,87,.805,31,136,167,210,52,2,76,121,514
39,Raja Bell\bellra01,SG,31,PHO,75,75,2646,317,753,.421,176,439,.401,141,314,.449,.538,79,91,.868,47,227,274,168,54,27,65,220,889
40,Mike Bibby\bibbymi01,PG,29,TOT,48,44,1573,248,603,.411,93,248,.375,155,355,.437,.488,78,100,.780,16,144,160,290,54,4,119,97,667
40,Mike Bibby\bibbymi01,PG,29,SAC,15,12,473,78,192,.406,24,61,.393,54,131,.412,.469,23,31,.742,11,45,56,75,19,2,38,34,203
40,Mike Bibby\bibbymi01,PG,29,ATL,33,32,1100,170,411,.414,69,187,.369,101,224,.451,.498,55,69,.797,5,99,104,215,35,2,81,63,464
41,Andris Biedriņš\biedran01,C,21,GSW,76,59,2078,340,543,.626,0,0,,340,543,.626,.626,116,187,.620,256,488,744,75,56,94,85,262,796
42,Chauncey Billups\billuch01,PG,31,DET,78,78,2522,393,877,.448,137,342,.401,256,535,.479,.526,401,437,.918,42,170,212,529,101,17,160,130,1324
43,Steve Blake\blakest01,PG,27,POR,81,78,2424,261,640,.408,121,298,.406,140,342,.409,.502,49,64,.766,31,164,195,413,55,4,113,133,692
44,Andray Blatche\blatcan01,PF,21,WAS,82,15,1675,254,536,.474,3,13,.231,251,523,.480,.477,107,154,.695,164,261,425,92,53,114,112,258,618
45,Mark Blount\blounma01,C,32,MIA,69,46,1542,238,515,.462,17,44,.386,221,471,.469,.479,88,138,.638,69,194,263,41,33,34,70,133,581
46,Keith Bogans\boganke01,SG,27,ORL,82,35,2198,241,588,.410,148,409,.362,93,179,.520,.536,81,110,.736,42,224,266,104,59,10,53,164,711
47,Andrew Bogut\bogutan01,C,23,MIL,78,78,2720,465,910,.511,0,7,.000,465,903,.515,.511,189,322,.587,245,518,763,199,64,135,172,254,1119
48,Matt Bonner\bonnema01,PF,27,SAS,68,3,853,121,291,.416,46,137,.336,75,154,.487,.495,38,44,.864,53,139,192,32,14,17,39,111,326
49,Josh Boone\boonejo01,PF,23,NJN,70,53,1773,238,434,.548,0,0,,238,434,.548,.548,99,217,.456,192,317,509,55,36,61,68,155,575
50,Calvin Booth\boothca01,C,31,PHI,31,0,204,9,27,.333,0,0,,9,27,.333,.333,6,10,.600,6,32,38,8,6,18,4,35,24
51,Carlos Boozer\boozeca01,PF,26,UTA,81,81,2827,709,1297,.547,0,1,.000,709,1296,.547,.547,290,393,.738,197,647,844,233,100,41,210,293,1708
52,Chris Bosh*\boshch01,C,23,TOR,67,67,2425,507,1027,.494,10,25,.400,497,1002,.496,.499,472,559,.844,174,409,583,171,63,67,153,157,1496
53,Bruce Bowen\bowenbr01,SF,36,SAS,81,81,2448,174,428,.407,90,215,.419,84,213,.394,.512,45,69,.652,33,201,234,91,54,22,46,177,483
54,Ryan Bowen\bowenry01,SF,32,NOH,53,4,660,49,100,.490,0,1,.000,49,99,.495,.490,16,29,.552,55,45,100,25,32,11,15,77,114
55,Earl Boykins\boykiea01,PG,31,CHA,36,0,577,61,172,.355,14,44,.318,47,128,.367,.395,49,59,.831,9,25,34,96,13,0,41,21,185
56,Elton Brand\brandel01,PF,28,LAC,8,6,274,52,114,.456,0,0,,52,114,.456,.456,37,47,.787,21,43,64,16,3,15,17,21,141
57,Corey Brewer\breweco01,SF,21,MIN,79,35,1803,182,486,.374,7,36,.194,175,450,.389,.382,88,110,.800,82,210,292,111,76,25,89,188,459
58,Ronnie Brewer\brewero02,SG,22,UTA,76,76,2088,354,634,.558,11,50,.220,343,584,.587,.567,195,257,.759,97,121,218,134,129,19,69,110,914
59,Primož Brezec\brezepr01,C,28,TOT,50,18,475,44,94,.468,0,0,,44,94,.468,.468,24,40,.600,30,51,81,11,3,7,24,83,112
59,Primož Brezec\brezepr01,C,28,CHA,20,18,267,17,43,.395,0,0,,17,43,.395,.395,3,5,.600,14,30,44,6,0,3,15,35,37
59,Primož Brezec\brezepr01,C,28,DET,17,0,98,10,13,.769,0,0,,10,13,.769,.769,7,14,.500,7,12,19,4,2,2,5,23,27
59,Primož Brezec\brezepr01,C,28,TOR,13,0,110,17,38,.447,0,0,,17,38,.447,.447,14,21,.667,9,9,18,1,1,2,4,25,48
60,Aaron Brooks\brookaa01,PG,23,HOU,51,0,608,93,225,.413,36,109,.330,57,116,.491,.493,42,49,.857,13,43,56,87,13,5,44,69,264
61,Andre Brown\brownan01,PF,26,MEM,33,1,286,39,78,.500,0,0,,39,78,.500,.500,22,49,.449,37,55,92,8,7,4,14,38,100
62,Devin Brown\brownde02,SG,29,CLE,78,20,1762,217,531,.409,45,146,.308,172,385,.447,.451,107,142,.754,65,198,263,175,52,7,99,144,586
63,Kwame Brown\brownkw01,C,25,TOT,38,15,713,72,142,.507,0,0,,72,142,.507,.507,40,98,.408,51,137,188,45,22,23,51,82,184
63,Kwame Brown\brownkw01,C,25,LAL,23,14,509,53,103,.515,0,0,,53,103,.515,.515,26,64,.406,31,100,131,28,16,19,37,58,132
63,Kwame Brown\brownkw01,C,25,MEM,15,1,204,19,39,.487,0,0,,19,39,.487,.487,14,34,.412,20,37,57,17,6,4,14,24,52
64,P.J. Brown\brownpj01,PF,38,BOS,18,0,209,14,41,.341,0,1,.000,14,40,.350,.341,11,16,.688,29,39,68,10,5,8,10,29,39
65,Shannon Brown\brownsh01,SG,22,TOT,21,4,240,44,126,.349,9,30,.300,35,96,.365,.385,17,29,.586,6,14,20,17,11,3,24,29,114
65,Shannon Brown\brownsh01,SG,22,CLE,15,4,218,41,111,.369,9,29,.310,32,82,.390,.410,14,23,.609,5,13,18,17,10,1,19,27,105
65,Shannon Brown\brownsh01,SG,22,CHI,6,0,22,3,15,.200,0,1,.000,3,14,.214,.200,3,6,.500,1,1,2,0,1,2,5,2,9
66,Kobe Bryant*\bryanko01,SG,29,LAL,82,82,3192,775,1690,.459,150,415,.361,625,1275,.490,.503,623,742,.840,94,423,517,441,151,40,257,227,2323
67,Greg Buckner\buckngr01,SG,31,MIN,31,4,520,45,117,.385,15,50,.300,30,67,.448,.449,19,22,.864,10,55,65,39,21,2,29,63,124
68,Caron Butler\butleca01,SF,27,WAS,58,58,2314,439,943,.466,66,185,.357,373,758,.492,.501,236,262,.901,93,295,388,284,128,20,150,160,1180
69,Rasual Butler\butlera01,SF,28,NOH,51,8,875,91,260,.350,44,133,.331,47,127,.370,.435,26,31,.839,16,84,100,36,15,21,10,66,252
70,Andrew Bynum\bynuman01,C,20,LAL,35,25,1008,189,297,.636,0,0,,189,297,.636,.636,82,118,.695,105,251,356,61,12,72,52,98,460
71,José Calderón\caldejo01,PG,26,TOR,82,56,2484,367,707,.519,79,184,.429,288,523,.551,.575,109,120,.908,34,202,236,678,87,6,126,134,922
72,Marcus Camby\cambyma01,C,33,DEN,79,79,2758,286,635,.450,6,20,.300,280,615,.455,.455,143,202,.708,230,807,1037,259,85,285,118,216,721
73,Brian Cardinal\cardibr01,PF,30,MEM,37,1,440,43,126,.341,25,81,.309,18,45,.400,.440,13,19,.684,26,70,96,22,10,2,23,62,124
74,Rodney Carney\carnero01,SF,23,PHI,70,6,1039,158,392,.403,38,120,.317,120,272,.441,.452,55,81,.679,50,99,149,32,39,23,34,96,409
75,Matt Carroll\carroma01,SG,27,CHA,80,18,2016,252,589,.428,105,241,.436,147,348,.422,.517,111,138,.804,33,193,226,73,46,19,58,187,720
76,Anthony Carter\cartean01,PG,32,DEN,70,67,1960,218,476,.458,45,129,.349,173,347,.499,.505,64,85,.753,27,173,200,388,107,28,124,172,545
77,Vince Carter\cartevi01,SG,31,NJN,76,72,2959,587,1287,.456,98,273,.359,489,1014,.482,.494,350,429,.816,112,341,453,389,93,33,181,241,1622
78,Sam Cassell\cassesa01,PG,38,TOT,55,34,1274,233,532,.438,23,76,.303,210,456,.461,.460,127,144,.882,17,119,136,214,37,6,97,98,616
78,Sam Cassell\cassesa01,PG,38,LAC,38,33,975,183,402,.455,14,54,.259,169,348,.486,.473,106,119,.891,12,93,105,179,28,3,78,69,486
78,Sam Cassell\cassesa01,PG,38,BOS,17,1,299,50,130,.385,9,22,.409,41,108,.380,.419,21,25,.840,5,26,31,35,9,3,19,29,130
79,Tyson Chandler\chandty01,C,25,NOH,79,79,2783,377,605,.623,0,1,.000,377,604,.624,.623,175,295,.593,322,606,928,81,45,84,136,243,929
80,Wilson Chandler\chandwi01,SF,20,NYK,35,16,685,106,242,.438,9,30,.300,97,212,.458,.457,34,54,.630,38,89,127,33,15,16,27,83,255
81,Josh Childress\childjo01,SF,24,ATL,76,0,2274,327,573,.571,22,60,.367,305,513,.595,.590,222,275,.807,174,199,373,117,71,43,98,129,898
82,Jarron Collins\collija03,C,29,UTA,70,9,702,36,82,.439,0,1,.000,36,81,.444,.439,46,74,.622,40,76,116,37,10,6,22,106,118
83,Jason Collins\collija04,C,29,TOT,74,26,1172,53,113,.469,0,1,.000,53,112,.473,.469,34,74,.459,64,114,178,25,23,25,48,194,140
83,Jason Collins\collija04,C,29,NJN,43,23,684,23,54,.426,0,0,,23,54,.426,.426,14,36,.389,35,54,89,19,11,8,23,110,60
83,Jason Collins\collija04,C,29,MEM,31,3,488,30,59,.508,0,1,.000,30,58,.517,.508,20,38,.526,29,60,89,6,12,17,25,84,80
84,Mardy Collins\collima01,SG,23,NYK,46,8,634,57,175,.326,8,32,.250,49,143,.343,.349,23,38,.605,19,56,75,89,24,8,56,56,145
85,Nick Collison\collini01,PF,27,SEA,78,35,2223,322,641,.502,0,2,.000,322,639,.504,.502,123,167,.737,254,476,730,113,47,60,118,250,767
86,Mike Conley\conlemi01,PG,20,MEM,53,46,1381,189,442,.428,30,91,.330,159,351,.453,.462,90,123,.732,21,118,139,222,44,2,89,85,498
87,Brian Cook\cookbr01,PF,27,TOT,51,2,629,88,234,.376,43,115,.374,45,119,.378,.468,19,21,.905,28,81,109,27,13,12,39,93,238
87,Brian Cook\cookbr01,PF,27,LAL,6,2,70,4,21,.190,2,10,.200,2,11,.182,.238,4,4,1.000,4,6,10,3,2,0,4,6,14
87,Brian Cook\cookbr01,PF,27,ORL,45,0,559,84,213,.394,41,105,.390,43,108,.398,.491,15,17,.882,24,75,99,24,11,12,35,87,224
88,Daequan Cook\cookda02,SG,20,MIA,59,19,1441,196,514,.381,79,238,.332,117,276,.424,.458,47,57,.825,20,157,177,75,23,9,63,157,518
89,Jamal Crawford\crawfja01,SG,27,NYK,80,80,3190,570,1391,.410,176,494,.356,394,897,.439,.473,329,381,.864,37,170,207,398,81,17,192,144,1645
90,Javaris Crittenton\crittja01,SG,20,TOT,50,0,679,98,233,.421,10,37,.270,88,196,.449,.442,72,104,.692,27,83,110,51,19,2,55,47,278
90,Javaris Crittenton\crittja01,SG,20,LAL,22,0,171,26,53,.491,1,3,.333,25,50,.500,.500,19,28,.679,7,14,21,18,7,0,22,12,72
90,Javaris Crittenton\crittja01,SG,20,MEM,28,0,508,72,180,.400,9,34,.265,63,146,.432,.425,53,76,.697,20,69,89,33,12,2,33,35,206
91,Austin Croshere\croshau01,PF,32,GSW,44,0,457,61,137,.445,22,61,.361,39,76,.513,.526,29,32,.906,33,71,104,30,8,6,22,60,173
92,Eddy Curry\curryed01,C,25,NYK,59,58,1530,297,544,.546,0,0,,297,544,.546,.546,187,300,.623,111,164,275,32,14,29,126,157,781
93,Samuel Dalembert\dalemsa01,C,26,PHI,82,82,2724,339,661,.513,0,1,.000,339,660,.514,.513,186,263,.707,304,545,849,45,40,192,155,269,864
94,Erick Dampier\dampier01,C,32,DAL,72,64,1755,178,277,.643,0,0,,178,277,.643,.643,84,146,.575,207,332,539,63,24,106,80,226,440
95,Antonio Daniels\daniean01,PG,32,WAS,71,63,2161,205,447,.459,17,74,.230,188,373,.504,.478,170,219,.776,23,180,203,340,69,2,91,78,597
96,Marquis Daniels\daniema01,SG,27,IND,74,1,1546,241,561,.430,27,102,.265,214,459,.466,.454,97,139,.698,66,146,212,137,79,18,112,121,606
97,Jermareo Davidson\davidje01,SF,23,CHA,38,2,322,51,125,.408,0,0,,51,125,.408,.408,18,28,.643,21,41,62,13,7,15,17,46,120
98,Baron Davis\davisba01,PG,28,GSW,82,82,3196,650,1526,.426,173,525,.330,477,1001,.477,.483,318,424,.750,96,289,385,623,191,43,232,247,1791
99,Glen Davis\davisgl01,C,22,BOS,69,1,940,107,221,.484,0,0,,107,221,.484,.484,99,150,.660,95,113,208,28,31,20,65,160,313
100,Paul Davis\davispa01,PF,23,LAC,22,1,194,24,65,.369,0,0,,24,65,.369,.369,6,10,.600,25,22,47,10,6,6,9,33,54
101,Ricky Davis\davisri01,SF,28,MIA,82,47,2963,420,971,.433,135,333,.405,285,638,.447,.502,155,197,.787,55,298,353,276,87,14,191,187,1130
102,Carlos Delfino\delfica01,SG,25,TOR,82,0,1928,251,632,.397,120,314,.382,131,318,.412,.492,116,156,.744,66,293,359,145,69,11,75,177,738
103,Luol Deng\denglu01,SF,22,CHI,63,59,2128,429,896,.479,8,22,.364,421,874,.482,.483,204,265,.770,136,258,394,155,57,29,120,117,1070
104,Boris Diaw\diawbo01,PF,25,PHO,82,19,2308,308,646,.477,13,41,.317,295,605,.488,.487,96,129,.744,97,281,378,317,61,39,155,166,725
105,Yakhouba Diawara\diawaya01,SG,25,DEN,54,14,542,55,134,.410,21,66,.318,34,68,.500,.489,22,31,.710,23,39,62,37,8,3,16,61,153
106,Guillermo Díaz\diazgu01,SG,22,LAC,6,0,18,1,4,.250,0,1,.000,1,3,.333,.250,3,5,.600,2,0,2,1,0,0,0,0,5
107,Dan Dickau\dickada01,PG,29,LAC,67,8,1040,124,296,.419,36,108,.333,88,188,.468,.480,68,82,.829,13,84,97,172,32,3,55,108,352
108,Kaniel Dickens\dickeka01,PF,29,CLE,5,0,12,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,1,1,1,0,1,0,1,2
109,Travis Diener\dienetr01,PG,25,IND,66,21,1356,159,430,.370,74,233,.318,85,197,.431,.456,64,71,.901,26,89,115,251,35,4,55,107,456
110,Ike Diogu\dioguik01,PF,24,IND,30,1,305,64,134,.478,0,0,,64,134,.478,.478,40,47,.851,38,47,85,10,7,3,20,43,168
111,DeSagana Diop\diopde01,C,26,TOT,79,23,1295,94,180,.522,0,0,,94,180,.522,.522,38,70,.543,160,232,392,40,26,88,58,146,226
111,DeSagana Diop\diopde01,C,26,DAL,52,18,894,67,115,.583,0,0,,67,115,.583,.583,24,40,.600,111,159,270,26,20,63,42,100,158
111,DeSagana Diop\diopde01,C,26,NJN,27,5,401,27,65,.415,0,0,,27,65,.415,.415,14,30,.467,49,73,122,14,6,25,16,46,68
112,Juan Dixon\dixonju01,PG,29,TOT,53,0,668,106,258,.411,30,72,.417,76,186,.409,.469,21,26,.808,15,60,75,97,21,2,54,62,263
112,Juan Dixon\dixonju01,PG,29,TOR,36,0,424,59,160,.369,17,39,.436,42,121,.347,.422,18,19,.947,9,38,47,65,21,2,35,38,153
112,Juan Dixon\dixonju01,PG,29,DET,17,0,244,47,98,.480,13,33,.394,34,65,.523,.546,3,7,.429,6,22,28,32,0,0,19,24,110
113,Michael Doleac\doleami01,C,30,MIN,24,8,257,28,63,.444,0,0,,28,63,.444,.444,1,2,.500,16,33,49,7,10,10,12,44,57
114,Keyon Dooling\doolike01,PG,27,ORL,72,1,1334,198,423,.468,22,65,.338,176,358,.492,.494,163,193,.845,7,94,101,133,36,5,61,131,581
115,Quincy Douby\doubyqu01,PG,23,SAC,74,0,876,132,335,.394,42,122,.344,90,213,.423,.457,48,52,.923,17,66,83,53,30,12,59,80,354
116,Jared Dudley\dudleja01,PF,22,CHA,73,14,1384,163,348,.468,9,41,.220,154,307,.502,.481,87,118,.737,121,165,286,81,55,10,50,128,422
117,Chris Duhon\duhonch01,PG,25,CHI,66,18,1490,133,344,.387,54,155,.348,79,189,.418,.465,65,80,.813,19,97,116,263,48,2,71,92,385
118,Tim Duncan*\duncati01,C,31,SAS,78,78,2651,585,1178,.497,0,4,.000,585,1174,.498,.497,338,463,.730,237,644,881,218,56,152,178,185,1508
119,Mike Dunleavy\dunlemi02,SG,27,IND,82,82,2953,532,1117,.476,165,389,.424,367,728,.504,.550,336,403,.834,59,365,424,288,86,31,190,208,1565
120,Ronald Dupree\duprero01,SF,27,TOT,5,0,21,1,3,.333,0,0,,1,3,.333,.333,2,2,1.000,1,7,8,1,1,0,0,0,4
120,Ronald Dupree\duprero01,SF,27,DET,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
120,Ronald Dupree\duprero01,SF,27,SEA,4,0,18,1,3,.333,0,0,,1,3,.333,.333,2,2,1.000,1,7,8,1,1,0,0,0,4
121,Kevin Durant\duranke01,SG,19,SEA,80,80,2768,587,1366,.430,59,205,.288,528,1161,.455,.451,391,448,.873,70,278,348,192,78,75,232,122,1624
122,Monta Ellis\ellismo01,SG,22,GSW,81,72,3071,652,1227,.531,12,52,.231,640,1175,.545,.536,320,417,.767,133,271,404,315,124,27,173,195,1636
123,Francisco Elson\elsonfr01,C,31,TOT,63,5,813,92,236,.390,0,1,.000,92,235,.391,.390,26,37,.703,50,150,200,24,15,20,47,96,210
123,Francisco Elson\elsonfr01,C,31,SAS,41,3,534,62,148,.419,0,0,,62,148,.419,.419,20,24,.833,33,102,135,16,9,14,30,62,144
123,Francisco Elson\elsonfr01,C,31,SEA,22,2,279,30,88,.341,0,1,.000,30,87,.345,.341,6,13,.462,17,48,65,8,6,6,17,34,66
124,Melvin Ely\elyme01,C,29,NOH,52,1,621,85,180,.472,0,0,,85,180,.472,.472,32,58,.552,28,117,145,22,7,18,42,79,202
125,Maurice Evans\evansma01,SG,29,TOT,75,47,1720,262,545,.481,81,209,.388,181,336,.539,.555,59,83,.711,92,126,218,81,46,10,40,142,664
125,Maurice Evans\evansma01,SG,29,LAL,7,0,96,9,28,.321,1,7,.143,8,21,.381,.339,12,15,.800,4,5,9,12,5,1,0,10,31
125,Maurice Evans\evansma01,SG,29,ORL,68,47,1624,253,517,.489,80,202,.396,173,315,.549,.567,47,68,.691,88,121,209,69,41,9,40,132,633
126,Reggie Evans\evansre01,PF,27,PHI,81,61,1879,152,346,.439,1,1,1.000,151,345,.438,.441,120,257,.467,224,387,611,65,86,8,108,213,425
127,Jordan Farmar\farmajo01,PG,21,LAL,82,0,1690,291,631,.461,114,307,.371,177,324,.546,.552,53,78,.679,39,144,183,225,77,5,108,105,749
128,Nick Fazekas\fazekni01,PF,22,TOT,26,0,269,46,82,.561,0,2,.000,46,80,.575,.561,15,22,.682,34,55,89,11,8,11,13,25,107
128,Nick Fazekas\fazekni01,PF,22,DAL,4,0,9,2,5,.400,0,0,,2,5,.400,.400,0,0,,1,2,3,0,0,0,0,0,4
128,Nick Fazekas\fazekni01,PF,22,LAC,22,0,260,44,77,.571,0,2,.000,44,75,.587,.571,15,22,.682,33,53,86,11,8,11,13,25,103
129,Raymond Felton\feltora01,PG,23,CHA,79,79,2972,412,997,.413,56,200,.280,356,797,.447,.441,260,325,.800,37,199,236,583,96,12,213,184,1140
130,Kyrylo Fesenko\fesenky01,C,21,UTA,9,0,70,6,16,.375,0,0,,6,16,.375,.375,2,4,.500,14,11,25,2,0,3,8,19,14
131,Michael Finley\finlemi01,SG,34,SAS,82,61,2204,315,761,.414,132,357,.370,183,404,.453,.501,64,80,.800,27,227,254,114,29,10,56,93,826
132,Derek Fisher\fishede01,PG,33,LAL,82,82,2249,339,777,.436,112,276,.406,227,501,.453,.508,166,188,.883,24,146,170,239,86,3,90,188,956
133,T.J. Ford\fordtj01,PG,24,TOR,51,26,1199,246,524,.469,15,51,.294,231,473,.488,.484,110,125,.880,23,77,100,313,54,0,102,93,617
134,Jeff Foster\fosteje01,C,31,IND,77,52,1884,205,373,.550,0,3,.000,205,370,.554,.550,86,145,.593,264,404,668,129,56,32,62,221,496
135,Randy Foye\foyera01,PG,24,MIN,39,31,1259,198,462,.429,61,148,.412,137,314,.436,.495,53,65,.815,13,115,128,164,36,3,79,102,510
