Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
137,Hamidou Diallo\diallha01,SG,23,DET,58,29,1269,261,526,.496,23,93,.247,238,433,.550,.518,91,140,.650,69,208,277,73,71,17,58,143,636
138,Gorgui Dieng\dienggo01,C,32,ATL,44,3,371,53,112,.473,29,68,.426,24,44,.545,.603,19,26,.731,32,89,121,34,11,13,20,52,154
139,Spencer Dinwiddie\dinwisp01,PG,28,TOT,67,51,1980,306,735,.416,112,330,.339,194,405,.479,.493,195,252,.774,45,234,279,346,44,13,104,150,919
139,Spencer Dinwiddie\dinwisp01,PG,28,WAS,44,44,1330,185,492,.376,70,226,.310,115,266,.432,.447,116,143,.811,36,171,207,256,27,7,73,107,556
139,Spencer Dinwiddie\dinwisp01,PG,28,DAL,23,7,650,121,243,.498,42,104,.404,79,139,.568,.584,79,109,.725,9,63,72,90,17,6,31,43,363
140,Donte DiVincenzo\divindo01,SG,25,TOT,42,1,1006,118,336,.351,74,218,.339,44,118,.373,.461,70,83,.843,40,130,170,118,48,8,72,69,380
140,Donte DiVincenzo\divindo01,SG,25,MIL,17,0,341,39,118,.331,21,74,.284,18,44,.409,.419,23,27,.852,18,42,60,29,11,3,28,26,122
140,Donte DiVincenzo\divindo01,SG,25,SAC,25,1,665,79,218,.362,53,144,.368,26,74,.351,.484,47,56,.839,22,88,110,89,37,5,44,43,258
141,Luka Dončić\doncilu01,PG,22,DAL,65,65,2301,641,1403,.457,201,569,.353,440,834,.528,.529,364,489,.744,56,537,593,568,75,36,292,145,1847
142,Luguentz Dort\dortlu01,SF,22,OKC,51,51,1665,293,726,.404,130,391,.332,163,335,.487,.493,161,191,.843,38,174,212,88,46,18,88,149,877
143,Ayo Dosunmu\dosunay01,SG,22,CHI,77,40,2110,278,535,.520,70,186,.376,208,349,.596,.585,53,78,.679,27,187,214,256,60,29,108,182,679
144,Damyean Dotson\dotsoda01,SG,27,NYK,2,0,21,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,0,2,2,1,0,0,0,0,4
145,Devon Dotson\dotsode01,PG,22,CHI,11,0,85,11,23,.478,2,9,.222,9,14,.643,.522,5,9,.556,1,8,9,15,1,0,5,11,29
146,Sekou Doumbouya\doumbse01,PF,21,LAL,2,0,16,5,8,.625,1,2,.500,4,6,.667,.688,3,4,.750,2,4,6,0,3,2,2,1,14
147,Jeff Dowtin\dowtije01,PG,24,TOT,9,0,108,8,26,.308,1,9,.111,7,17,.412,.327,2,2,1.000,8,10,18,10,5,1,5,5,19
147,Jeff Dowtin\dowtije01,PG,24,GSW,4,0,28,3,6,.500,0,1,.000,3,5,.600,.500,0,0,,1,6,7,3,0,1,1,2,6
147,Jeff Dowtin\dowtije01,PG,24,MIL,1,0,3,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0
147,Jeff Dowtin\dowtije01,PG,24,ORL,4,0,77,5,19,.263,1,7,.143,4,12,.333,.289,2,2,1.000,7,4,11,7,5,0,4,3,13
148,PJ Dozier\doziepj01,SG,25,DEN,18,0,340,36,99,.364,15,48,.313,21,51,.412,.439,10,13,.769,14,49,63,29,11,6,13,33,97
149,Goran Dragić\dragigo01,PG,35,TOT,21,8,498,57,151,.377,16,63,.254,41,88,.466,.430,27,33,.818,13,52,65,86,19,4,34,45,157
149,Goran Dragić\dragigo01,PG,35,TOR,5,2,90,13,34,.382,4,14,.286,9,20,.450,.441,10,10,1.000,2,12,14,9,5,1,1,8,40
149,Goran Dragić\dragigo01,PG,35,BRK,16,6,408,44,117,.376,12,49,.245,32,68,.471,.427,17,23,.739,11,40,51,77,14,3,33,37,117
150,Andre Drummond\drumman01,C,28,TOT,73,36,1437,247,433,.570,0,3,.000,247,430,.574,.570,86,164,.524,229,451,680,131,78,68,115,192,580
150,Andre Drummond\drumman01,C,28,PHI,49,12,902,128,238,.538,0,2,.000,128,236,.542,.538,42,82,.512,136,297,433,97,56,45,79,121,298
150,Andre Drummond\drumman01,C,28,BRK,24,24,535,119,195,.610,0,1,.000,119,194,.613,.610,44,82,.537,93,154,247,34,22,23,36,71,282
151,Chris Duarte\duartch01,SG,24,IND,55,39,1541,268,621,.432,94,255,.369,174,366,.475,.507,90,112,.804,41,185,226,114,56,10,90,95,720
152,David Duke Jr.\dukeda01,PG,22,BRK,22,7,341,39,108,.361,9,37,.243,30,71,.423,.403,17,21,.810,30,37,67,17,14,7,9,36,104
153,Kris Dunn\dunnkr01,PG,27,POR,14,3,336,44,102,.431,1,11,.091,43,91,.473,.436,17,18,.944,9,40,49,79,23,3,32,38,106
154,Kevin Durant\duranke01,PF,33,BRK,55,55,2047,578,1115,.518,115,300,.383,463,815,.568,.570,372,409,.910,29,378,407,351,48,52,191,113,1643
155,Jaime Echenique\echenja01,C,24,WAS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
156,Anthony Edwards\edwaran01,SG,20,MIN,72,72,2466,549,1245,.441,215,602,.357,334,643,.519,.527,220,280,.786,62,281,343,275,105,46,190,164,1533
157,Carsen Edwards\edwarca01,SG,23,DET,4,0,79,9,30,.300,4,16,.250,5,14,.357,.367,1,1,1.000,2,4,6,14,2,0,5,4,23
158,Kessler Edwards\edwarke02,SF,21,BRK,48,23,987,110,267,.412,48,136,.353,62,131,.473,.502,16,19,.842,44,128,172,31,29,24,42,85,284
159,Rob Edwards\edwarro01,SG,25,OKC,2,0,11,1,4,.250,1,4,.250,0,0,,.375,0,0,,0,3,3,0,0,0,1,0,3
160,CJ Elleby\ellebcj01,SF,21,POR,58,28,1174,121,308,.393,37,126,.294,84,182,.462,.453,60,84,.714,66,161,227,87,35,19,56,116,339
161,Wayne Ellington\ellinwa01,SG,34,LAL,43,9,810,98,237,.414,82,211,.389,16,26,.615,.586,9,11,.818,10,67,77,30,23,5,19,42,287
162,Joel Embiid\embiijo01,C,27,PHI,68,68,2297,666,1334,.499,93,251,.371,573,1083,.529,.534,654,803,.814,146,650,796,284,77,99,214,181,2079
163,James Ennis III\ennisja01,SF,31,TOT,7,0,56,11,24,.458,3,8,.375,8,16,.500,.521,4,5,.800,5,7,12,3,2,2,2,5,29
163,James Ennis III\ennisja01,SF,31,BRK,2,0,14,2,7,.286,1,2,.500,1,5,.200,.357,0,0,,2,3,5,0,1,1,0,0,5
163,James Ennis III\ennisja01,SF,31,LAC,2,0,28,7,11,.636,2,4,.500,5,7,.714,.727,4,4,1.000,2,3,5,0,1,1,1,4,20
163,James Ennis III\ennisja01,SF,31,DEN,3,0,14,2,6,.333,0,2,.000,2,4,.500,.333,0,1,.000,1,1,2,3,0,0,1,1,4
164,Drew Eubanks\eubandr01,C,24,TOT,71,31,1245,221,371,.596,5,23,.217,216,348,.621,.602,99,130,.762,130,252,382,85,31,40,81,122,546
164,Drew Eubanks\eubandr01,C,24,SAS,49,9,595,84,159,.528,1,8,.125,83,151,.550,.531,59,79,.747,64,132,196,50,13,30,46,61,228
164,Drew Eubanks\eubandr01,C,24,POR,22,22,650,137,212,.646,4,15,.267,133,197,.675,.656,40,51,.784,66,120,186,35,18,10,35,61,318
165,Tacko Fall\fallta01,C,26,CLE,11,1,59,5,12,.417,0,0,,5,12,.417,.417,2,7,.286,7,16,23,2,0,6,3,3,12
166,Derrick Favors\favorde01,C,30,OKC,39,18,653,94,182,.516,2,16,.125,92,166,.554,.522,16,25,.640,58,126,184,25,17,12,9,62,206
167,Bruno Fernando\fernabr01,C,23,TOT,30,0,152,36,55,.655,1,2,.500,35,53,.660,.664,15,24,.625,18,37,55,7,1,11,14,24,88
167,Bruno Fernando\fernabr01,C,23,BOS,20,0,58,7,14,.500,1,1,1.000,6,13,.462,.536,4,5,.800,7,8,15,4,0,3,5,6,19
167,Bruno Fernando\fernabr01,C,23,HOU,10,0,94,29,41,.707,0,1,.000,29,40,.725,.707,11,19,.579,11,29,40,3,1,8,9,18,69
168,Dorian Finney-Smith\finnedo01,PF,28,DAL,80,80,2644,326,692,.471,172,435,.395,154,257,.599,.595,56,83,.675,122,253,375,150,88,39,80,183,880
169,Malik Fitts\fittsma01,PF,24,TOT,15,0,63,8,19,.421,5,10,.500,3,9,.333,.553,0,0,,2,15,17,5,0,0,2,4,21
169,Malik Fitts\fittsma01,PF,24,UTA,7,0,35,2,9,.222,2,4,.500,0,5,.000,.333,0,0,,0,10,10,0,0,0,2,3,6
169,Malik Fitts\fittsma01,PF,24,BOS,8,0,28,6,10,.600,3,6,.500,3,4,.750,.750,0,0,,2,5,7,5,0,0,0,1,15
170,Malachi Flynn\flynnma01,PG,23,TOR,44,5,537,72,183,.393,30,90,.333,42,93,.452,.475,15,24,.625,10,53,63,70,20,4,13,45,189
171,Bryn Forbes\forbebr01,SG,28,TOT,75,2,1286,231,539,.429,122,295,.414,109,244,.447,.542,79,87,.908,10,83,93,75,25,5,56,95,663
171,Bryn Forbes\forbebr01,SG,28,SAS,40,1,676,128,296,.432,63,151,.417,65,145,.448,.539,44,49,.898,4,59,63,41,17,3,33,42,363
171,Bryn Forbes\forbebr01,SG,28,DEN,35,1,610,103,243,.424,59,144,.410,44,99,.444,.545,35,38,.921,6,24,30,34,8,2,23,53,300
172,Aleem Ford\fordal03,SF,24,ORL,5,0,74,6,20,.300,2,15,.133,4,5,.800,.350,0,0,,2,13,15,2,1,0,4,7,14
173,Trent Forrest\forretr01,PG,23,UTA,60,6,765,76,155,.490,5,27,.185,71,128,.555,.506,38,48,.792,23,76,99,106,30,6,48,43,195
174,Evan Fournier\fournev01,SG,29,NYK,80,80,2358,402,965,.417,241,619,.389,161,346,.465,.541,80,113,.708,34,176,210,171,79,20,105,180,1125
175,De'Aaron Fox\foxde01,PG,24,SAC,59,59,2083,516,1092,.473,74,249,.297,442,843,.524,.506,261,348,.750,25,206,231,330,68,25,168,172,1367
176,Melvin Frazier\frazime01,SG,25,OKC,3,0,120,13,48,.271,1,21,.048,12,27,.444,.281,5,7,.714,5,8,13,1,1,0,3,8,32
177,Tim Frazier\fraziti01,PG,31,TOT,12,3,208,14,45,.311,6,17,.353,8,28,.286,.378,5,9,.556,5,14,19,34,3,1,15,27,39
177,Tim Frazier\fraziti01,PG,31,ORL,10,3,200,13,43,.302,6,17,.353,7,26,.269,.372,5,9,.556,5,14,19,33,3,1,13,24,37
177,Tim Frazier\fraziti01,PG,31,CLE,2,0,8,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,1,0,0,2,3,2
178,Enes Freedom\kanteen01,C,29,BOS,35,1,411,51,97,.526,2,5,.400,49,92,.533,.536,24,28,.857,61,99,160,8,5,14,20,42,128
179,Markelle Fultz\fultzma01,PG,23,ORL,18,3,360,83,175,.474,4,17,.235,79,158,.500,.486,25,31,.806,4,45,49,99,20,5,40,22,195
180,Wenyen Gabriel\gabriwe01,PF,24,TOT,26,5,358,54,110,.491,8,28,.286,46,82,.561,.527,25,42,.595,39,58,97,14,5,11,16,68,141
180,Wenyen Gabriel\gabriwe01,PF,24,BRK,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
180,Wenyen Gabriel\gabriwe01,PF,24,LAC,6,0,46,5,13,.385,2,5,.400,3,8,.375,.462,2,4,.500,5,9,14,2,1,2,3,11,14
180,Wenyen Gabriel\gabriwe01,PF,24,LAL,19,5,311,49,97,.505,6,23,.261,43,74,.581,.536,23,38,.605,34,48,82,12,4,9,13,57,127
181,Daniel Gafford\gaffoda01,C,23,WAS,72,53,1444,285,411,.693,0,1,.000,285,410,.695,.693,107,153,.699,155,252,407,68,30,99,65,170,677
182,Danilo Gallinari\gallida01,PF,33,ATL,66,18,1672,259,597,.434,112,294,.381,147,303,.485,.528,141,156,.904,35,273,308,101,28,12,38,93,771
183,Langston Galloway\gallola01,SG,30,TOT,7,0,107,6,26,.231,2,16,.125,4,10,.400,.269,0,0,,3,15,18,12,1,0,6,7,14
183,Langston Galloway\gallola01,SG,30,BRK,4,0,58,5,13,.385,2,8,.250,3,5,.600,.462,0,0,,1,7,8,5,0,0,5,5,12
183,Langston Galloway\gallola01,SG,30,MIL,3,0,49,1,13,.077,0,8,.000,1,5,.200,.077,0,0,,2,8,10,7,1,0,1,2,2
184,Darius Garland\garlada01,PG,22,CLE,68,68,2430,542,1173,.462,174,454,.383,368,719,.512,.536,215,241,.892,39,185,224,583,89,7,248,115,1473
185,Marcus Garrett\garrema01,SG,23,MIA,12,0,128,5,21,.238,1,4,.250,4,17,.235,.262,2,5,.400,9,14,23,7,5,3,2,16,13
186,Usman Garuba\garubus01,PF,19,HOU,24,2,239,19,44,.432,5,20,.250,14,24,.583,.489,5,7,.714,21,62,83,17,10,11,6,28,48
187,Luka Garza\garzalu01,C,23,DET,32,5,389,66,147,.449,16,49,.327,50,98,.510,.503,38,61,.623,58,42,100,20,9,6,18,55,186
188,Rudy Gay\gayru01,PF,35,UTA,55,1,1038,157,379,.414,70,203,.345,87,176,.494,.507,62,79,.785,55,187,242,56,25,19,47,95,446
189,Paul George\georgpa01,SF,31,LAC,31,31,1077,268,636,.421,91,257,.354,177,379,.467,.493,127,148,.858,12,201,213,176,67,13,126,74,754
190,Taj Gibson\gibsota01,C,36,NYK,52,4,946,86,166,.518,15,38,.395,71,128,.555,.563,42,52,.808,88,141,229,32,22,40,27,137,229
191,Josh Giddey\giddejo01,SG,19,OKC,54,54,1700,281,670,.419,56,213,.263,225,457,.492,.461,56,79,.709,98,323,421,345,51,20,171,88,674
192,Shai Gilgeous-Alexander\gilgesh01,PG,23,OKC,56,56,1942,477,1052,.453,89,297,.300,388,755,.514,.496,328,405,.810,37,241,278,331,71,46,154,142,1371
193,Anthony Gill\gillan01,PF,29,WAS,44,0,463,62,109,.569,14,26,.538,48,83,.578,.633,42,52,.808,33,52,85,27,5,11,18,58,180
194,Freddie Gillespie\gillefr01,PF,24,ORL,9,2,119,9,22,.409,0,1,.000,9,21,.429,.409,3,7,.429,13,23,36,5,3,9,5,18,21
195,Rudy Gobert\goberru01,C,29,UTA,66,66,2120,362,508,.713,0,4,.000,362,504,.718,.713,303,439,.690,241,727,968,72,45,137,119,176,1027
196,Brandon Goodwin\goodwbr01,PG,26,CLE,36,5,502,64,154,.416,19,55,.345,45,99,.455,.477,24,38,.632,14,53,67,91,25,1,36,39,171
197,Jordan Goodwin\goodwjo01,SG,23,WAS,2,0,6,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,1,1,0,0,0,0,1,0
198,Aaron Gordon\gordoaa01,PF,26,DEN,75,75,2376,434,834,.520,87,260,.335,347,574,.605,.573,171,230,.743,125,314,439,188,44,44,133,148,1126
199,Eric Gordon\gordoer01,SG,33,HOU,57,46,1669,268,564,.475,124,301,.412,144,263,.548,.585,105,135,.778,15,98,113,154,28,18,107,63,765
200,Devonte' Graham\grahade01,PG,26,NOP,76,63,2162,296,815,.363,192,563,.341,104,252,.413,.481,118,140,.843,37,140,177,316,71,12,105,95,902
201,Jerami Grant\grantje01,PF,27,DET,47,47,1500,298,699,.426,91,254,.358,207,445,.465,.491,217,259,.838,28,163,191,111,44,49,85,107,904
202,Hassani Gravett\graveha01,PG,25,ORL,8,3,171,18,38,.474,11,26,.423,7,12,.583,.618,3,4,.750,1,20,21,20,5,1,9,13,50
203,Danny Green\greenda02,SF,34,PHI,62,28,1353,126,320,.394,103,271,.380,23,49,.469,.555,11,14,.786,32,125,157,64,60,37,45,105,366
204,Draymond Green\greendr01,PF,31,GSW,46,44,1329,135,257,.525,16,54,.296,119,203,.586,.556,60,91,.659,45,291,336,320,61,50,139,136,346
205,Jalen Green\greenja05,SG,19,HOU,67,67,2138,406,954,.426,157,458,.343,249,496,.502,.508,188,236,.797,33,193,226,176,44,18,135,103,1157
206,JaMychal Green\greenja01,PF,31,DEN,67,8,1085,159,327,.486,33,124,.266,126,203,.621,.537,81,93,.871,81,200,281,59,43,26,57,158,432
207,Javonte Green\greenja02,SF,28,CHI,65,45,1519,176,325,.542,36,101,.356,140,224,.625,.597,80,96,.833,91,185,276,60,67,32,30,132,468
208,Jeff Green\greenje02,C,35,DEN,75,63,1849,277,529,.524,53,168,.315,224,361,.620,.574,165,198,.833,41,190,231,96,28,27,71,151,772
209,Josh Green\greenjo02,SG,21,DAL,67,3,1039,130,256,.508,28,78,.359,102,178,.573,.563,31,45,.689,52,109,161,79,45,14,44,115,319
210,Blake Griffin\griffbl01,PF,32,BRK,56,24,958,133,313,.425,38,145,.262,95,168,.565,.486,55,76,.724,60,168,228,105,27,14,31,95,359
211,Quentin Grimes\grimequ01,SG,21,NYK,46,6,786,95,235,.404,72,189,.381,23,46,.500,.557,13,19,.684,24,70,94,44,31,11,28,72,275
212,Kyle Guy\guyky01,SG,24,MIA,19,0,186,26,65,.400,14,40,.350,12,25,.480,.508,8,12,.667,4,13,17,17,7,1,13,12,74
213,Rui Hachimura\hachiru01,PF,23,WAS,42,13,943,187,381,.491,55,123,.447,132,258,.512,.563,46,66,.697,25,135,160,48,23,9,33,53,475
214,Tyrese Haliburton\halibty01,SG-PG,21,TOT,77,77,2695,430,909,.473,161,389,.414,269,520,.517,.562,160,190,.842,61,250,311,628,134,49,199,121,1181
214,Tyrese Haliburton\halibty01,SG,21,SAC,51,51,1757,268,586,.457,104,252,.413,164,334,.491,.546,87,104,.837,39,160,199,379,86,34,115,71,727
214,Tyrese Haliburton\halibty01,PG,21,IND,26,26,938,162,323,.502,57,137,.416,105,186,.565,.590,73,86,.849,22,90,112,249,48,15,84,50,454
215,Tyler Hall\hallty01,SG,24,NYK,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
216,R.J. Hampton\hamptrj01,SG,20,ORL,64,14,1402,175,457,.383,64,183,.350,111,274,.405,.453,75,117,.641,23,171,194,158,42,13,87,101,489
217,Tim Hardaway Jr.\hardati02,SG,29,DAL,42,20,1245,209,530,.394,102,304,.336,107,226,.473,.491,78,103,.757,13,143,156,92,38,6,34,74,598
218,James Harden\hardeja01,PG-SG,32,TOT,65,65,2419,407,992,.410,148,448,.330,259,544,.476,.485,470,536,.877,55,445,500,667,82,36,284,153,1432
218,James Harden\hardeja01,PG,32,BRK,44,44,1627,292,706,.414,102,307,.332,190,399,.476,.486,304,350,.869,42,309,351,447,56,31,212,105,990
218,James Harden\hardeja01,SG,32,PHI,21,21,792,115,286,.402,46,141,.326,69,145,.476,.483,166,186,.892,13,136,149,220,26,5,72,48,442
219,Maurice Harkless\harklma01,SF,28,SAC,47,24,863,83,181,.459,31,101,.307,52,80,.650,.544,20,28,.714,12,100,112,23,29,24,31,77,217
220,Jared Harper\harpeja01,PG,24,NOP,5,0,43,14,26,.538,5,12,.417,9,14,.643,.635,4,4,1.000,2,0,2,14,4,1,2,5,37
221,Montrezl Harrell\harremo01,C,28,TOT,71,3,1641,358,555,.645,4,17,.235,354,538,.658,.649,212,296,.716,149,282,431,145,29,43,72,137,932
221,Montrezl Harrell\harremo01,C,28,WAS,46,3,1117,247,383,.645,4,15,.267,243,368,.660,.650,149,205,.727,96,213,309,96,18,31,50,88,647
221,Montrezl Harrell\harremo01,C,28,CHO,25,0,524,111,172,.645,0,2,.000,111,170,.653,.645,63,91,.692,53,69,122,49,11,12,22,49,285
222,Gary Harris\harriga01,SG,27,ORL,61,30,1730,240,553,.434,116,302,.384,124,251,.494,.539,83,95,.874,36,86,122,108,59,9,61,112,679
223,Joe Harris\harrijo01,SF,30,BRK,14,14,423,56,124,.452,41,88,.466,15,36,.417,.617,5,6,.833,5,51,56,14,7,2,16,31,158
224,Tobias Harris\harrito02,PF,29,PHI,73,73,2543,493,1022,.482,101,275,.367,392,747,.525,.532,170,202,.842,77,419,496,252,47,43,116,164,1257
225,Shaquille Harrison\harrish01,SG,28,BRK,2,0,23,2,6,.333,0,2,.000,2,4,.500,.333,0,0,,1,3,4,3,1,1,2,3,4
226,Josh Hart\hartjo01,SG-SF,26,TOT,54,53,1791,287,569,.504,73,213,.343,214,356,.601,.569,160,211,.758,62,326,388,224,61,13,114,150,807
226,Josh Hart\hartjo01,SG,26,NOP,41,40,1374,195,386,.505,42,130,.323,153,256,.598,.560,116,154,.753,53,265,318,168,45,11,81,118,548
226,Josh Hart\hartjo01,SF,26,POR,13,13,417,92,183,.503,31,83,.373,61,100,.610,.587,44,57,.772,9,61,70,56,16,2,33,32,259
227,Isaiah Hartenstein\harteis01,C,23,LAC,68,0,1216,229,366,.626,14,30,.467,215,336,.640,.645,91,132,.689,117,215,332,160,50,77,84,167,563
228,Udonis Haslem\hasleud01,C,41,MIA,13,0,83,14,31,.452,1,4,.250,13,27,.481,.468,3,3,1.000,4,21,25,4,1,1,5,15,32
229,Sam Hauser\hausesa01,SF,24,BOS,26,0,158,23,50,.460,19,44,.432,4,6,.667,.650,0,0,,5,24,29,10,1,2,2,7,65
230,Jaxson Hayes\hayesja02,C,21,NOP,70,28,1398,245,398,.616,20,57,.351,225,341,.660,.641,144,188,.766,115,200,315,43,33,55,54,155,654
231,Killian Hayes\hayeski01,PG,20,DET,66,40,1647,176,459,.383,44,167,.263,132,292,.452,.431,57,74,.770,36,174,210,277,78,35,111,183,453
232,Gordon Hayward\haywago01,SF,31,CHO,49,48,1564,283,617,.459,86,220,.391,197,397,.496,.528,126,149,.846,38,186,224,177,47,22,81,85,778
233,Aaron Henry\henryaa01,SF,22,PHI,6,0,17,1,5,.200,0,1,.000,1,4,.250,.200,0,0,,0,1,1,0,0,2,2,2,2
234,Juancho Hernangómez\hernaju01,PF,26,TOT,40,9,445,44,106,.415,24,69,.348,20,37,.541,.528,19,34,.559,28,72,100,20,14,10,16,25,131
234,Juancho Hernangómez\hernaju01,PF,26,BOS,18,0,96,5,27,.185,3,18,.167,2,9,.222,.241,6,9,.667,9,16,25,3,4,2,6,7,19
234,Juancho Hernangómez\hernaju01,PF,26,SAS,5,0,51,2,6,.333,0,3,.000,2,3,.667,.333,3,4,.750,4,11,15,3,1,1,2,0,7
234,Juancho Hernangómez\hernaju01,PF,26,UTA,17,9,298,37,73,.507,21,48,.438,16,25,.640,.651,10,21,.476,15,45,60,14,9,7,8,18,105
235,Willy Hernangómez\hernawi01,C,27,NOP,50,8,839,170,327,.520,4,12,.333,166,315,.527,.526,109,141,.773,143,195,338,63,21,19,51,97,453
236,Tyler Herro\herroty01,SG,22,MIA,66,10,2151,501,1122,.447,175,439,.399,326,683,.477,.525,190,219,.868,32,297,329,263,44,8,174,95,1367
237,Buddy Hield\hieldbu01,SG,29,TOT,81,32,2499,446,1098,.406,262,716,.366,184,382,.482,.526,111,127,.874,66,287,353,229,73,25,153,184,1265
237,Buddy Hield\hieldbu01,SG,29,SAC,55,6,1574,265,693,.382,182,495,.368,83,198,.419,.514,80,92,.870,43,178,221,105,48,15,90,113,792
237,Buddy Hield\hieldbu01,SG,29,IND,26,26,925,181,405,.447,80,221,.362,101,184,.549,.546,31,35,.886,23,109,132,124,25,10,63,71,473
238,Haywood Highsmith\highsha01,SF,25,MIA,19,1,163,16,46,.348,9,28,.321,7,18,.389,.446,2,5,.400,10,16,26,6,2,3,3,13,43
239,George Hill\hillge01,SG,35,MIL,54,17,1253,118,275,.429,41,134,.306,77,141,.546,.504,57,62,.919,38,117,155,120,42,6,41,70,334
240,Malcolm Hill\hillma01,SF-SG,26,TOT,19,0,212,24,52,.462,13,36,.361,11,16,.688,.587,11,14,.786,11,24,35,8,7,3,3,24,72
240,Malcolm Hill\hillma01,SG,26,ATL,3,0,46,5,8,.625,3,5,.600,2,3,.667,.813,4,4,1.000,2,4,6,1,4,1,0,7,17
240,Malcolm Hill\hillma01,SF,26,CHI,16,0,166,19,44,.432,10,31,.323,9,13,.692,.545,7,10,.700,9,20,29,7,3,2,3,17,55
241,Solomon Hill\hillso01,PF,30,ATL,13,1,139,3,20,.150,2,13,.154,1,7,.143,.200,0,0,,6,17,23,12,4,2,1,16,8
242,Nate Hinton\hintona01,SG,22,IND,2,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,1,0,0
243,Jaylen Hoard\hoardja01,SF,22,OKC,7,5,240,44,90,.489,9,25,.360,35,65,.538,.539,6,14,.429,30,54,84,17,6,5,8,14,103
244,Aaron Holiday\holidaa01,PG,25,TOT,63,15,1021,151,338,.447,39,103,.379,112,235,.477,.504,59,68,.868,24,98,122,153,42,9,67,92,400
244,Aaron Holiday\holidaa01,PG,25,WAS,41,14,663,100,214,.467,23,67,.343,77,147,.524,.521,28,35,.800,9,58,67,78,24,9,39,60,251
244,Aaron Holiday\holidaa01,PG,25,PHO,22,1,358,51,124,.411,16,36,.444,35,88,.398,.476,31,33,.939,15,40,55,75,18,0,28,32,149
245,Jrue Holiday\holidjr01,PG,31,MIL,67,64,2207,478,954,.501,132,321,.411,346,633,.547,.570,137,180,.761,69,232,301,457,108,29,183,133,1225
246,Justin Holiday\holidju01,SF-SG,32,TOT,74,65,2057,261,662,.394,177,482,.367,84,180,.467,.528,50,62,.806,29,161,190,128,57,33,70,154,749
246,Justin Holiday\holidju01,SF,32,IND,49,40,1416,190,458,.415,127,336,.378,63,122,.516,.553,34,41,.829,18,117,135,90,36,18,49,105,541
246,Justin Holiday\holidju01,SG,32,SAC,25,25,641,71,204,.348,50,146,.342,21,58,.362,.471,16,21,.762,11,44,55,38,21,15,21,49,208
247,Richaun Holmes\holmeri01,C,28,SAC,45,37,1074,198,300,.660,2,5,.400,196,295,.664,.663,70,90,.778,93,224,317,48,17,41,56,128,468
248,Rodney Hood\hoodro01,SF-SG,29,TOT,52,0,709,58,157,.369,30,91,.330,28,66,.424,.465,17,19,.895,15,62,77,38,15,6,11,31,163
248,Rodney Hood\hoodro01,SF,29,MIL,39,0,581,46,131,.351,24,80,.300,22,51,.431,.443,13,14,.929,13,54,67,30,12,4,7,27,129
248,Rodney Hood\hoodro01,SG,29,LAC,13,0,128,12,26,.462,6,11,.545,6,15,.400,.577,4,5,.800,2,8,10,8,3,2,4,4,34
249,Scotty Hopson\hopsosc01,SG,32,OKC,1,0,18,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,0,1,1,1,0,0,2,1,4
250,Al Horford\horfoal01,C,35,BOS,69,69,2005,266,569,.467,89,265,.336,177,304,.582,.546,80,95,.842,108,422,530,232,49,92,65,130,701
251,Talen Horton-Tucker\hortota01,SG,21,LAL,60,19,1511,224,538,.416,49,182,.269,175,356,.492,.462,100,125,.800,37,156,193,159,59,29,82,148,597
252,Danuel House Jr.\houseda01,SF,28,TOT,42,7,727,80,198,.404,44,117,.376,36,81,.444,.515,44,58,.759,18,93,111,44,21,17,33,51,248
252,Danuel House Jr.\houseda01,SF,28,HOU,16,1,233,25,74,.338,10,34,.294,15,40,.375,.405,17,19,.895,4,39,43,19,5,5,18,16,77
252,Danuel House Jr.\houseda01,SF,28,NYK,1,0,3,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0
252,Danuel House Jr.\houseda01,SF,28,UTA,25,6,491,55,123,.447,34,82,.415,21,41,.512,.585,27,39,.692,14,54,68,25,16,12,15,35,171
253,Dwight Howard\howardw01,C,36,LAL,60,27,971,134,219,.612,8,15,.533,126,204,.618,.630,96,146,.658,118,238,356,35,34,36,47,115,372
254,Markus Howard\howarma02,SG,22,DEN,31,0,176,39,101,.386,28,70,.400,11,31,.355,.525,20,23,.870,2,10,12,7,9,0,7,17,126
255,Kevin Huerter\huertke01,SG,23,ATL,74,60,2188,345,760,.454,160,411,.389,185,349,.530,.559,42,52,.808,32,222,254,203,55,26,91,185,892
