Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
73,Charlie Brown Jr.\brownch02,SG,24,TOT,22,2,177,10,39,.256,1,12,.083,9,27,.333,.269,9,10,.900,14,18,32,6,10,4,5,18,30
73,Charlie Brown Jr.\brownch02,SG,24,DAL,3,0,15,1,5,.200,0,3,.000,1,2,.500,.200,0,0,,0,1,1,1,2,1,0,2,2
73,Charlie Brown Jr.\brownch02,SG,24,PHI,19,2,162,9,34,.265,1,9,.111,8,25,.320,.279,9,10,.900,14,17,31,5,8,3,5,16,28
74,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,2,104,10,32,.313,6,18,.333,4,14,.286,.406,5,6,.833,1,15,16,4,2,0,1,7,31
74,Chaundee Brown Jr.\brownch05,SF,23,LAL,2,0,21,1,7,.143,0,3,.000,1,4,.250,.143,0,0,,0,2,2,0,0,0,1,0,2
74,Chaundee Brown Jr.\brownch05,SG,23,ATL,3,2,83,9,25,.360,6,15,.400,3,10,.300,.480,5,6,.833,1,13,14,4,2,0,0,7,29
75,Greg Brown III\browngr01,SF,20,POR,48,6,640,81,190,.426,19,61,.311,62,129,.481,.476,44,65,.677,38,97,135,35,26,24,36,90,225
76,Jaylen Brown\brownja02,SF,25,BOS,66,66,2220,576,1217,.473,166,464,.358,410,753,.544,.541,241,318,.758,53,351,404,231,70,18,178,163,1559
77,Moses Brown\brownmo01,C,22,TOT,40,6,345,64,108,.593,0,0,,64,108,.593,.593,43,72,.597,39,96,135,1,7,16,20,53,171
77,Moses Brown\brownmo01,C,22,DAL,26,1,169,27,50,.540,0,0,,27,50,.540,.540,27,43,.628,16,45,61,1,3,9,14,28,81
77,Moses Brown\brownmo01,C,22,CLE,14,5,176,37,58,.638,0,0,,37,58,.638,.638,16,29,.552,23,51,74,0,4,7,6,25,90
78,Sterling Brown\brownst02,SG,26,DAL,49,3,628,59,155,.381,28,92,.304,31,63,.492,.471,14,15,.933,26,123,149,34,14,7,23,56,160
79,Troy Brown Jr.\browntr01,SF,22,CHI,66,7,1055,108,258,.419,47,133,.353,61,125,.488,.510,20,26,.769,39,164,203,66,36,5,26,62,283
80,Jalen Brunson\brunsja01,PG,25,DAL,79,61,2524,506,1008,.502,94,252,.373,412,756,.545,.549,179,213,.840,43,266,309,377,66,3,124,151,1285
81,Thomas Bryant\bryanth01,C,24,WAS,27,9,439,77,148,.520,12,42,.286,65,106,.613,.561,35,40,.875,26,82,108,23,6,21,19,43,201
82,Shaq Buchanan\buchash01,PG,25,MEM,2,0,10,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,1,1,2,2,1,0,2,1,2
83,Reggie Bullock\bullore01,SF,30,DAL,68,37,1902,201,501,.401,141,392,.360,60,109,.550,.542,40,48,.833,33,208,241,83,41,14,40,111,583
84,Trey Burke\burketr01,PG,29,DAL,42,0,441,84,215,.391,26,82,.317,58,133,.436,.451,20,23,.870,4,29,33,57,12,0,26,39,214
85,Alec Burks\burksal01,SG,30,NYK,81,44,2318,285,728,.391,157,389,.404,128,339,.378,.499,217,264,.822,47,350,397,239,85,26,91,215,944
86,Jared Butler\butleja02,SG,21,UTA,42,1,360,61,151,.404,28,88,.318,33,63,.524,.497,11,16,.688,5,40,45,63,17,8,33,47,161
87,Jimmy Butler\butleji01,SF,32,MIA,57,57,1931,398,829,.480,27,116,.233,371,713,.520,.496,396,455,.870,102,234,336,312,94,27,121,88,1219
88,Devontae Cacok\cacokde01,PF,25,SAS,15,0,121,21,31,.677,0,0,,21,31,.677,.677,4,7,.571,8,34,42,6,8,7,3,16,46
89,Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,77,77,2329,361,829,.435,159,408,.390,202,421,.480,.531,137,154,.890,41,220,261,145,83,26,97,139,1018
90,Facundo Campazzo\campafa01,PG,30,DEN,65,4,1184,107,296,.361,58,193,.301,49,103,.476,.459,60,78,.769,23,94,117,220,63,23,67,124,332
91,Vlatko Čančar\cancavl01,PF,24,DEN,15,1,176,23,41,.561,7,12,.583,16,29,.552,.646,9,14,.643,8,23,31,17,2,3,9,18,62
92,Devin Cannady\cannade01,PG,25,ORL,5,0,145,15,44,.341,15,37,.405,0,7,.000,.511,5,7,.714,1,5,6,10,5,3,5,9,50
93,Clint Capela\capelca01,C,27,ATL,74,73,2042,370,604,.613,0,1,.000,370,603,.614,.613,80,169,.473,279,598,877,92,55,93,44,166,820
94,Vernon Carey Jr.\careyve01,C,20,TOT,7,1,44,7,13,.538,0,0,,7,13,.538,.538,6,13,.462,8,4,12,0,2,1,3,4,20
94,Vernon Carey Jr.\careyve01,C,20,CHO,4,1,17,3,6,.500,0,0,,3,6,.500,.500,2,3,.667,3,2,5,0,1,0,1,1,8
94,Vernon Carey Jr.\careyve01,C,20,WAS,3,0,27,4,7,.571,0,0,,4,7,.571,.571,4,10,.400,5,2,7,0,1,1,2,3,12
95,Jevon Carter\carteje01,PG,26,TOT,66,3,905,98,253,.387,66,170,.388,32,83,.386,.518,15,18,.833,14,96,110,96,24,14,34,67,277
95,Jevon Carter\carteje01,PG,26,BRK,46,1,552,58,174,.333,42,127,.331,16,47,.340,.454,7,10,.700,9,58,67,46,14,10,26,45,165
95,Jevon Carter\carteje01,PG,26,MIL,20,2,353,40,79,.506,24,43,.558,16,36,.444,.658,8,8,1.000,5,38,43,50,10,4,8,22,112
96,Wendell Carter Jr.\cartewe01,C,22,ORL,62,61,1852,359,684,.525,70,214,.327,289,470,.615,.576,143,207,.691,139,509,648,171,36,43,117,169,931
97,Alex Caruso\carusal01,SG,27,CHI,41,18,1147,102,256,.398,42,126,.333,60,130,.462,.480,58,73,.795,33,115,148,165,71,15,57,106,304
98,Willie Cauley-Stein\caulewi01,C,28,TOT,20,2,183,16,35,.457,1,2,.500,15,33,.455,.471,1,2,.500,13,27,40,10,6,3,7,19,34
98,Willie Cauley-Stein\caulewi01,C,28,DAL,18,2,177,16,35,.457,1,2,.500,15,33,.455,.471,1,2,.500,13,25,38,9,6,3,7,17,34
98,Willie Cauley-Stein\caulewi01,C,28,PHI,2,0,6,0,0,,0,0,,0,0,,,0,0,,0,2,2,1,0,0,0,2,0
99,Ahmad Caver\caverah01,PG,25,IND,1,0,1,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2
100,Justin Champagnie\champju01,SF,20,TOR,36,0,281,31,67,.463,10,28,.357,21,39,.538,.537,9,9,1.000,37,35,72,11,8,4,8,32,81
101,Zylan Cheatham\cheatzy01,SF,26,UTA,1,0,5,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
102,Chris Chiozza\chiozch01,PG,26,GSW,34,1,372,24,81,.296,17,53,.321,7,28,.250,.401,2,3,.667,9,27,36,65,13,0,32,32,67
103,Marquese Chriss\chrisma01,PF,24,DAL,34,0,346,62,134,.463,8,25,.320,54,109,.495,.493,22,33,.667,33,70,103,17,13,12,17,64,154
104,Josh Christopher\chrisjo01,SG,20,HOU,74,2,1334,224,500,.448,56,189,.296,168,311,.540,.504,83,113,.735,52,134,186,150,65,13,114,97,587
105,Gary Clark\clarkga01,PF,27,NOP,38,1,378,33,88,.375,28,70,.400,5,18,.278,.534,7,10,.700,23,67,90,18,13,7,10,20,101
106,Brandon Clarke\clarkbr01,PF,25,MEM,64,1,1246,288,447,.644,5,22,.227,283,425,.666,.650,85,130,.654,135,207,342,86,39,68,34,122,666
107,Jordan Clarkson\clarkjo01,SG,29,UTA,79,1,2141,466,1113,.419,190,597,.318,276,516,.535,.504,144,174,.828,67,206,273,194,66,16,129,149,1266
108,Nic Claxton\claxtni01,C,22,BRK,47,19,974,178,264,.674,0,0,,178,264,.674,.674,54,93,.581,91,173,264,43,24,51,38,110,410
109,Amir Coffey\coffeam01,SG,24,LAC,69,30,1567,211,466,.453,96,254,.378,115,212,.542,.556,101,117,.863,26,171,197,124,38,15,45,87,619
110,John Collins\collijo01,PF,24,ATL,54,53,1663,339,644,.526,64,176,.364,275,468,.588,.576,134,169,.793,93,329,422,98,33,56,60,164,876
111,Zach Collins\colliza01,PF,24,SAS,28,4,502,76,155,.490,14,41,.341,62,114,.544,.535,52,65,.800,46,107,153,61,13,23,45,67,218
112,Darren Collison\collida01,PG,34,LAL,3,0,37,2,7,.286,0,3,.000,2,4,.500,.286,0,0,,0,4,4,2,1,0,1,5,4
113,Mike Conley\conlemi01,PG,34,UTA,72,72,2058,344,791,.435,169,414,.408,175,377,.464,.542,129,162,.796,47,170,217,385,96,21,123,142,986
114,Pat Connaughton\connapa01,SG,29,MIL,65,19,1691,227,496,.458,146,370,.395,81,126,.643,.605,45,54,.833,45,228,273,82,59,15,35,86,645
115,Tyler Cook\cookty01,PF,24,CHI,20,2,200,23,38,.605,0,0,,23,38,.605,.605,21,32,.656,16,37,53,3,4,4,7,28,67
116,Sharife Cooper\coopesh01,PG,20,ATL,13,0,39,3,14,.214,1,6,.167,2,8,.250,.250,0,0,,0,5,5,5,0,0,5,1,7
117,Petr Cornelie\cornepe01,PF,26,DEN,13,0,38,5,15,.333,1,8,.125,4,7,.571,.367,3,4,.750,7,7,14,3,1,1,4,7,14
118,DeMarcus Cousins\couside01,C,31,TOT,48,7,718,149,324,.460,37,122,.303,112,202,.554,.517,95,125,.760,74,196,270,71,35,21,85,139,430
118,DeMarcus Cousins\couside01,C,31,MIL,17,5,287,55,118,.466,13,48,.271,42,70,.600,.521,31,38,.816,24,74,98,18,16,8,16,46,154
118,DeMarcus Cousins\couside01,C,31,DEN,31,2,431,94,206,.456,24,74,.324,70,132,.530,.515,64,87,.736,50,122,172,53,19,13,69,93,276
119,Robert Covington\covinro01,PF-SF,31,TOT,71,42,1940,209,498,.420,128,339,.378,81,159,.509,.548,58,69,.841,59,332,391,92,103,91,75,190,604
119,Robert Covington\covinro01,PF,31,POR,48,40,1431,128,336,.381,79,230,.343,49,106,.462,.499,30,36,.833,41,233,274,68,74,63,58,132,365
119,Robert Covington\covinro01,SF,31,LAC,23,2,509,81,162,.500,49,109,.450,32,53,.604,.651,28,33,.848,18,99,117,24,29,28,17,58,239
120,Torrey Craig\craigto01,SF,31,TOT,78,16,1596,200,441,.454,77,234,.329,123,207,.594,.541,39,52,.750,86,224,310,91,46,36,67,151,516
120,Torrey Craig\craigto01,SF,31,IND,51,14,1034,128,281,.456,46,138,.333,82,143,.573,.537,27,35,.771,59,136,195,58,24,19,39,95,329
120,Torrey Craig\craigto01,SF,31,PHO,27,2,562,72,160,.450,31,96,.323,41,64,.641,.547,12,17,.706,27,88,115,33,22,17,28,56,187
121,Jae Crowder\crowdja01,PF,31,PHO,67,67,1886,217,544,.399,127,365,.348,90,179,.503,.516,71,90,.789,30,324,354,124,95,30,55,173,632
122,Jarrett Culver\culveja01,SG,22,MEM,37,0,338,51,135,.378,12,47,.255,39,88,.443,.422,16,34,.471,13,35,48,33,20,5,20,42,130
123,Jarron Cumberland\cumbeja01,SG,24,POR,3,0,12,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,1,2,3,1,0,0,0,2,2
124,Cade Cunningham\cunnica01,PG,20,DET,64,64,2088,429,1031,.416,114,363,.314,315,668,.472,.471,142,168,.845,58,296,354,356,78,43,234,200,1114
125,Seth Curry\curryse01,SG,31,TOT,64,64,2135,360,739,.487,158,374,.422,202,365,.553,.594,82,94,.872,21,179,200,230,53,14,109,148,960
125,Seth Curry\curryse01,SG,31,PHI,45,45,1566,256,528,.485,100,250,.400,156,278,.561,.580,64,73,.877,17,134,151,181,36,11,84,101,676
125,Seth Curry\curryse01,SG,31,BRK,19,19,569,104,211,.493,58,124,.468,46,87,.529,.630,18,21,.857,4,45,49,49,17,3,25,47,284
126,Stephen Curry\curryst01,PG,33,GSW,64,64,2211,535,1224,.437,285,750,.380,250,474,.527,.554,275,298,.923,34,301,335,404,85,23,206,130,1630
127,Anthony Davis\davisan02,C,28,LAL,40,40,1404,370,695,.532,13,70,.186,357,625,.571,.542,174,244,.713,106,288,394,122,49,90,82,97,927
128,Ed Davis\davised01,C,32,CLE,31,3,201,11,16,.688,0,0,,11,16,.688,.688,6,14,.429,14,50,64,7,3,9,5,33,28
129,Terence Davis\daviste02,SG,24,SAC,30,11,536,113,267,.423,49,149,.329,64,118,.542,.515,36,44,.818,11,83,94,40,25,11,33,70,311
130,Gabriel Deck\deckga01,PF,26,OKC,7,0,56,8,14,.571,2,4,.500,6,10,.600,.643,0,0,,1,5,6,5,1,0,2,2,18
131,Dewayne Dedmon\dedmode01,C,32,MIA,67,15,1065,164,290,.566,19,47,.404,145,243,.597,.598,75,100,.750,105,281,386,47,24,42,70,174,422
132,Sam Dekker\dekkesa01,PF,27,TOR,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
133,Javin DeLaurier\delauja01,C,23,MIL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0
134,DeMar DeRozan\derozde01,PF,32,CHI,76,76,2743,774,1535,.504,50,142,.352,724,1393,.520,.521,520,593,.877,56,336,392,374,68,24,181,178,2118
135,Mamadi Diakite\diakima01,PF,25,OKC,13,3,188,25,47,.532,0,5,.000,25,42,.595,.532,6,11,.545,17,42,59,2,5,9,7,33,56
136,Cheick Diallo\diallch01,C,25,DET,3,0,31,3,8,.375,0,0,,3,8,.375,.375,5,6,.833,4,8,12,0,1,0,1,6,11
