Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
93,Jae Crowder\crowdja01,SF,22,DAL,78,1353,10.2,.491,.523,.199,2.9,12.3,7.7,10.0,2.4,1.0,10.9,15.1,,0.2,1.3,1.5,.055,,-1.9,0.9,-1.0,0.3
94,Dante Cunningham\cunnida01,PF,25,MIN,80,2010,13.3,.485,.009,.154,7.8,15.6,11.6,5.7,2.2,1.5,7.3,17.2,,1.1,2.4,3.5,.084,,-1.8,0.4,-1.4,0.3
95,Jared Cunningham\cunnija01,SG,21,DAL,8,26,14.8,.538,.214,.143,4.4,8.4,6.4,6.8,2.0,0.0,11.8,29.6,,0.0,0.0,0.0,.033,,0.4,-1.9,-1.5,0.0
96,Eddy Curry\curryed01,C,30,DAL,2,25,-0.2,.461,.000,.500,9.1,8.7,8.9,0.0,0.0,0.0,23.5,23.3,,-0.1,0.0,-0.1,-0.146,,-11.2,-3.7,-14.9,-0.1
97,Stephen Curry\curryst01,PG,24,GSW,78,2983,21.3,.589,.432,.210,2.3,9.1,5.8,31.1,2.1,0.3,13.7,26.4,,8.4,2.8,11.2,.180,,5.3,0.1,5.4,5.6
98,Samuel Dalembert\dalemsa01,C,31,MIL,47,765,18.6,.565,.004,.217,14.2,24.9,19.4,4.5,1.1,5.1,15.5,18.7,,0.9,1.2,2.2,.137,,-0.8,0.2,-0.6,0.3
99,Marquis Daniels\daniema01,SF,32,MIL,59,1085,9.2,.432,.205,.154,4.6,10.5,7.4,9.0,2.4,0.7,10.7,16.9,,-0.6,1.1,0.5,.023,,-3.5,0.6,-2.9,-0.2
100,Anthony Davis\davisan02,PF,19,NOH,64,1846,21.7,.559,.009,.333,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,,3.7,2.4,6.1,.159,,1.8,0.7,2.5,2.1
101,Ed Davis\davised01,C-PF,23,TOT,81,1631,17.8,.561,.000,.346,10.9,22.8,16.7,6.7,1.2,4.2,10.2,17.6,,2.9,2.4,5.4,.159,,-0.2,0.4,0.2,0.9
101,Ed Davis\davised01,C,23,TOR,45,1087,18.1,.570,.000,.301,10.2,22.8,16.4,8.8,1.2,2.8,10.5,18.3,,2.1,1.2,3.3,.147,,0.7,-0.3,0.4,0.6
